gene,HR,coef,p_value,CI_lower,CI_upper,n_samples,covariates,feature_type,gene_transform,q_value
GNAI3,0.5963580696840207,-0.516914004257245,0.30518697989742766,0.2220225726196528,1.6018323861443757,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.39832448936512244
CDC45,0.31126132803917717,-1.1671224365589195,0.07137716067654137,0.08752755162869494,1.1068927729603035,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.16759004585579282
SCML2,0.33239400239446887,-1.1014342595015665,0.09068507520495325,0.0927860883065936,1.19075795568335,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.18840950532859574
APOH,0.5568083219181152,-0.5855342240999907,0.19917759314061798,0.22777548801382996,1.3611451787930877,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.29863538055078187
NARF,0.9344251700993663,-0.06782373009271349,0.8614858834042588,0.4361861083864178,2.001784058977194,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.8810695002856537
CAV2,0.05346552452415002,-2.928718234213766,0.013543677989901966,0.0052292651487308665,0.5466470395627683,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
SCMH1,0.12617189090545247,-2.070110088189169,0.020175818262096915,0.022001187155759792,0.723567593964574,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
TBX2,0.7289739238492903,-0.31611731736729193,0.4266274811211517,0.334377403710564,1.5892311374969923,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5064650689431466
TBX4,0.1444909996630979,-1.9345380594380346,0.025874736646661026,0.02635022706302602,0.7923138170196776,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.12871663574028444
NGFR,0.05917946093331788,-2.8271807409850194,0.007779243776937436,0.007378748988311316,0.47463446742882126,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
WNT3,0.539463406113827,-0.6171803258452029,0.35431432314206435,0.14614707594912638,1.9912869597010336,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.44214936109616915
WNT9A,0.13332555115281444,-2.0149613885995383,0.03633262122375469,0.020207931750304556,0.879639876551634,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.13531834697845668
FER,0.0491063373045344,-3.0137671831716064,0.009096617155817737,0.005100969731589762,0.47273998677799717,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
XPO6,0.05425962061868856,-2.91397496369086,0.01099407398193388,0.005741930353606947,0.5127380947479787,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
TFE3,0.3516441563710637,-1.045135534108078,0.09657895738268915,0.10250044671741974,1.2063714517343893,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.19359671700469583
AXIN2,0.0905111003829953,-2.4022827796322153,0.020561983258001067,0.011851212368843289,0.6912591756500805,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
BRAT1,0.2941760632849911,-1.2235768361745274,0.060853736890044426,0.08184717721880962,1.0573309813544443,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15779584753755452
PIH1D2,0.6774313307518394,-0.38944708818908436,0.5595788105815698,0.1831105933412776,2.5062078578320994,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6191537409856913
DLAT,0.8341023435197491,-0.1813991700996867,0.5910111384623472,0.43040890817417504,1.6164319702778909,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6462988199208062
FGF23,0.5426906729159453,-0.6112157845061174,0.25793495115418785,0.18821816258293814,1.564743606187233,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.35494059057827215
FGF6,0.39270750760164924,-0.934690199675012,0.1590756567672773,0.10692532288783645,1.4423074194358407,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2574257626903361
GPR107,0.48504672165803414,-0.7235100593688755,0.18702321685758366,0.16558809781564982,1.4208166244722145,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.28634462520554926
SCNN1G,0.6152264606827488,-0.4857648502027508,0.5026144420562204,0.14867792319501347,2.5457955679657793,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5703831500168376
DRP2,0.623383767188692,-0.4725929511462632,0.25424959631383115,0.27663856039033047,1.4047474822239159,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.3513916459967935
TSPAN32,0.1955945176888084,-1.631711549950043,0.03318521508801467,0.04357458838775247,0.8779707798839597,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.13276160816051696
LHX2,0.34112941005783975,-1.0754933720552586,0.3043529572404827,0.04381770309364777,2.6557593436083096,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.3975014702232699
GMPR,1.2321586168963399,0.2087676043048779,0.6111637411536386,0.5509867020681578,2.7554473665030415,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6644055709210965
GLRA1,0.14939574119347004,-1.90115651275753,0.05346237377296568,0.02169524293532629,1.0287549004765555,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15062060723561443
MID2,0.7206642129231494,-0.32758197428138175,0.526942717392539,0.26122049691733784,1.9881935526387529,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5907373398178488
TRIM25,0.5644808755346935,-0.5718487745585299,0.2997231340637161,0.19154485925817105,1.6635197628297684,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.39310637750186467
DGKE,0.6266667161002895,-0.46734043294281435,0.26300376210584,0.27646578678192546,1.4204693377762836,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.35960236472274054
HDDC2,0.991000453854732,-0.009040286675733254,0.9842373806645475,0.4041869763452036,2.4297712618565894,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.9861842238350927
PEMT,0.12771748139233216,-2.0579346310893714,0.04746660533825791,0.01669120945808093,0.9772662127431088,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.14507279580141977
RTCA,0.3730313647987207,-0.9860927749412866,0.11120603871020149,0.11085881318718131,1.2552218008020897,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.20921114050060874
DBT,0.20098997588955494,-1.6045002433629147,0.06009757845079744,0.037734601017129256,1.0705551223331096,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15698139428410174
DAZAP2,1.0715728466354053,0.069127519281242,0.8693904996648999,0.47008519416608874,2.4426814115753754,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.8878260183615945
MCTS1,0.8382497585096833,-0.17643918172449763,0.5506630992663053,0.4695787665884057,1.4963680379897562,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6114653900028626
REM1,0.8603016153919727,-0.15047223564885284,0.7703638390874303,0.3132285316106947,2.3628718164343865,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.8020298566795148
RNF17,0.5555040436250187,-0.587879390675987,0.24351979890529588,0.20682858625219358,1.4919830381061452,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.34147873526323125
TRAPPC10,0.03009591286135368,-3.5033659017840577,0.01716104193637935,0.001687484125876914,0.5367540690123564,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
FAP,0.235358837847635,-1.4466439599061776,0.08179720919528932,0.0461509701702658,1.2002734145918024,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1793919327105481
NDUFA9,0.9305518609333,-0.07197746997330541,0.8836507867885013,0.35488224250393136,2.4400397150805175,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.9001036576231721
EGFL6,0.6059862836718759,-0.5008979273738053,0.49140093041055777,0.14548568221872232,2.524092889404579,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5614310020236571
LCK,0.07879740961348539,-2.5408751555839424,0.02853834604559247,0.008106730754373296,0.7659106919821959,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1291591525034971
TSSK3,0.6301946664557878,-0.46172651295122225,0.43623084385943356,0.1970955965142987,2.0149882831122,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5148582219180244
CTTNBP2,0.09918414697909912,-2.3107770861405137,0.006616493273491226,0.018711981258408786,0.5257324104870383,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
GALNT1,0.1751212144415738,-1.7422768908808073,0.04877129202596754,0.030956795339201416,0.9906529216432386,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.14647451933227013
MYF5,0.3248643967962369,-1.1243474243484533,0.08180219961051267,0.09157518955272204,1.1524614562225146,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1793919327105481
MKRN2,0.46583346329426095,-0.7639270836351403,0.1832511156652782,0.151221837652156,1.4349833257804732,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2825065215174219
PPARG,0.027400197201092616,-3.5972050684938432,0.004187885763515559,0.0023361899720766998,0.32136547782173036,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
RAF1,0.23809474265050168,-1.4350866061593806,0.10043424576089656,0.042968611481373646,1.319314367474561,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.19785641524277547
SEPTIN1,0.08564569391043537,-2.45753633089401,0.02740640859942024,0.009645156440116565,0.7605045009836396,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.12871663574028444
PDGFB,0.07009143357915573,-2.657954695274082,0.0182392613426355,0.007714216711687841,0.6368513155376851,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
TAMALIN,0.5960613240156148,-0.5174117245662231,0.40980701575180223,0.17416060329202424,2.04000844778607,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.491660574950649
ACVR1B,0.242326237544714,-1.4174703716538979,0.058855223219694386,0.05568869718538217,1.0544690102391405,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15589785314465426
TOM1L2,0.4666519074006888,-0.7621716795455649,0.14386825042876447,0.1679201742672735,1.296830494792678,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2423557163584446
GPA33,0.7136980648652788,-0.33729528442075885,0.4487767742294191,0.2981770960340488,1.7082630911875245,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.525641855025757
ITGA5,0.12712870589832814,-2.0625552734290453,0.038353909741655236,0.018052375262903556,0.8952676657788553,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1369267615600675
GABRA2,0.3672461857068752,-1.0017228500763677,0.13678813122642128,0.09814616261216629,1.3741725333592414,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.23547530154609994
WDR77,0.2320519464534893,-1.4607940252521776,0.05138540286157759,0.053377105743040845,1.0088240099056631,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.14918711936639156
ADORA3,0.5283331191078111,-0.6380282868131225,0.19032799269016462,0.20333454817750402,1.3727912312398214,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2896534946059176
ATP5PB,0.17693148250839222,-1.7319927258249461,0.05657906850833006,0.029821956723381247,1.0497215120050691,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1538739152890098
SOX9,0.5373574303490506,-0.6210918000264559,0.2004657814965904,0.20763916195765397,1.3906481090991076,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2999092642232407
HNRNPD,0.15080838823126191,-1.8917452000795452,0.03810654666046553,0.025229832541483314,0.9014395923364262,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.13642577989978158
GM2A,0.3409615110707776,-1.0759856788291868,0.1300431049940497,0.08467148167659586,1.3730095390996577,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.22831829871676734
CLCN4,0.3995682217012044,-0.917370760642302,0.21935771613503047,0.0924333173118014,1.7272426051193877,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.3186908310578725
GRM6,0.5015241675658909,-0.690103482181173,0.3157558778012578,0.13024430253189095,1.9311899696424135,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.407337591085437
SEMA4F,0.5107354542054103,-0.6719035249745093,0.32144214376466645,0.13532152139535264,1.9276365022553257,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.4119145694996105
HK2,0.3513823237941554,-1.045880406730665,0.15287722470162038,0.08374925398522372,1.4742762663505637,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2516127319186597
MYO18A,0.580540065539513,-0.5437964612086447,0.2249520663752234,0.24120082281356284,1.3972869734243334,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.324184384816603
SEZ6,0.13405852142013902,-2.0094788473527494,0.032796130612463614,0.021182417109535053,0.8484247606126164,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.13235546721353345
HAAO,0.04983940668911726,-2.9989493088852477,0.017906008434211466,0.004162632425729611,0.5967297145358317,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
CD52,0.2912818226179556,-1.233464017863334,0.14056511280411838,0.05647627039336942,1.5023141506454607,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.23923706418889087
ABHD15,0.8426131264218026,-0.17124735108502656,0.7153493102480554,0.3356760050902554,2.1151255080845686,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.7545760077327359
HOXB6,0.04539127799714631,-3.09243530699151,0.007508199530762442,0.004702828182233733,0.43811256511514585,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
BTN1A1,0.20071344851590428,-1.605877017373442,0.021871909389013167,0.05085562979214182,0.7921618231807153,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
KAT2B,0.30665511491830744,-1.1820315670612953,0.0997623206421341,0.0750558984735261,1.2528976591856993,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1971747484714549
RAB5B,0.3051820696121586,-1.1868467309301702,0.1523611705093809,0.0600766876175266,1.5502867968637664,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2510050263860278
CRYBA1,0.39569913998298223,-0.9271011039997863,0.16614120389695258,0.10652766389448431,1.4698323764835597,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2654571548713342
DNMT3L,0.4550577301967248,-0.787330988526475,0.11558093108546458,0.17067792527100675,1.2132649109894686,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.21335850867535108
AIRE,0.27323433841938605,-1.297425469508143,0.07756674305710394,0.064687936389988,1.1541101456906968,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1744621814991846
SPG7,0.246043366161788,-1.4022474733756658,0.08004228291643942,0.05118338501237206,1.1827537005923034,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.17725684965157737
CHMP1A,0.17862074866352945,-1.72249044335947,0.059339998197419405,0.029811839561199243,1.0702248610865759,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15634066509810177
RPA1,0.07281226273129351,-2.6198708938534385,0.009848860575509643,0.009958960804413637,0.5323472707816388,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
SERPINF1,0.503963986974047,-0.6852504678803303,0.2254266091415473,0.1664290692641084,1.5260537194000277,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.32467983711341014
TUBGCP3,0.8733713669862032,-0.13539442185917505,0.5173158129055078,0.5797045378975144,1.315803991181108,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5829552915142646
OPRM1,0.10235624802655392,-2.2792959230462686,0.05599472201252136,0.009883401700227064,1.060040037615058,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1531936808515866
TCF7,0.48700307739558557,-0.719484836832068,0.22811111842378962,0.15114527335472577,1.5691658239033854,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.32727113885263515
DDX3X,0.5697379753901625,-0.5625787161423976,0.24390692319115148,0.22117063390951494,1.4676512648351043,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.3418092888896479
CA4,0.11789231249488438,-2.1379836771703897,0.04451664012729844,0.014646081787505533,0.9489635212366673,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.14185740059347535
ZNF512B,0.788048830284924,-0.23819522367750096,0.6393864842483488,0.2909623857000438,2.1343685281493885,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6888451315529474
DNAJC5,0.3156581230839662,-1.1530955400343463,0.12128431383618425,0.07340697820080935,1.3573648324866447,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.21976756231286326
TPD52L2,0.6846539840219439,-0.3788417011571517,0.4110529915972678,0.27745409264326387,1.6894725659708192,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.49250738204781713
FMR1,0.6459535851289075,-0.43702762742649864,0.28723363802733703,0.2888334743983436,1.444624917558661,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.381852106075028
BCL11A,0.5780530800335841,-0.5480895805581015,0.3321537567474113,0.19094021205114806,1.7499999593946411,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.421728857154905
IL4,0.37007325289206894,-0.9940543121501016,0.19284084407039623,0.08289349459326964,1.6521708148281744,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2921125511519337
DLG3,0.24240369646766227,-1.4171507754491972,0.07383410969639345,0.051256577884202396,1.1463807083245912,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1704184985869229
GNB1L,0.6850513286458916,-0.3782615111974298,0.2658584279381281,0.35183983602868485,1.333832257815288,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.3621298395488276
DBH,0.5892823087197544,-0.5288499084276033,0.35327505391548963,0.19291811938484288,1.8000053104258429,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.44121476690732825
MMP11,1.1746703839842296,0.1609875839730888,0.6327347941270305,0.6069669727193823,2.2733535316222233,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6829700717603501
VPREB3,0.2674348143023844,-1.318879427192953,0.07190349676064134,0.06359739782075244,1.1245960110275566,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.16798369084816128
HIP1R,0.6779309315824412,-0.38870986705328414,0.42512557465821466,0.2608148795056131,1.7621323939317102,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5051205355399533
NSUN5,0.6391485605426871,-0.4476183625138214,0.4873350199145138,0.18072939177446015,2.2603455831555443,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5581377547622512
HOXA10,0.67126787385897,-0.39858700579071377,0.46726632411709756,0.22917723494853176,1.966166310438021,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5409973347117196
MMP14,0.23160506312167894,-1.462721672029687,0.061543649722521646,0.049978282697745735,1.0732842820551007,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15842885323827002
SLC7A7,0.19861254164431102,-1.61639937909149,0.057376598346503785,0.03749925302945669,1.0519393990975379,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15433038107377692
OXA1L,0.242917739386522,-1.4150324139958907,0.08090150207248316,0.049591079124246935,1.189912160629037,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.17840855269999228
ICAM4,0.7302504580395794,-0.3143677104778119,0.5763500297530229,0.2424046005997872,2.1998993837061835,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6330500607879934
ILF2,0.1917254392696601,-1.6516909341894388,0.08749559436630927,0.028834080790115006,1.274833220129765,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.18501090202483383
SNAPIN,1.093685991991475,0.08955363536943664,0.8401124065072619,0.4582022104117578,2.610526579528003,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.8627437670003282
S100A4,0.633321780260382,-0.4567766443562304,0.2901973691749531,0.2716576647739056,1.4764776752608946,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.38445447937136973
S100A5,0.7674982115703513,-0.2646191297249965,0.47484922444940625,0.37143187888582946,1.5858991601115384,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5477827971317923
S100A6,0.5911731847398114,-0.5256462677181407,0.31817413133319195,0.21061273619243123,1.6593760694324553,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.40933755942470756
SCN4A,0.36602081055144103,-1.0050650877670402,0.08890193665420633,0.11498027891626936,1.1651670618601826,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.186526584537894
ICAM2,0.5530723687138729,-0.592266420354927,0.16202367631928005,0.2411265033715295,1.2685832571604876,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2606442979321093
MAPK7,0.09454590805565422,-2.358669762914097,0.021559082630795257,0.012646973363061888,0.7068037919788948,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
EPN2,0.10615518571714266,-2.242853239297511,0.01771973385093417,0.01662986389118219,0.6776317309858608,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
B9D1,0.12265142143638988,-2.0984089189734956,0.020920544074987023,0.020665386866209397,0.7279501360298651,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
SEC24B,0.4031568850494875,-0.9084294998635176,0.15223136856344097,0.11624521237763831,1.3982121984928477,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.25091207855413133
N4BP3,0.19233406832472136,-1.6485214797037573,0.05990640814791054,0.03453411254075346,1.0711841456671027,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.156761220659688
NHP2,0.4718572153667993,-0.7510788489780091,0.21725458356438437,0.14310844952361942,1.5558077278795668,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.3163746741279903
ZNF276,0.5687196831257632,-0.5643676145319692,0.3920298326836652,0.15619111024603402,2.070809775698366,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.4755835976764984
C1QL4,0.8484406588757438,-0.16435513325824888,0.5815992190149197,0.47287224892842633,1.522296039289171,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6376889945861037
MFSD10,0.31584035301630675,-1.1525184050315065,0.0777992313852869,0.08774145337521883,1.1369213154798226,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.17477990927341802
LUZP1,0.18185157462635218,-1.704564448657003,0.08568243088695773,0.02603035568695658,1.2704396202566917,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1831339529122665
POLDIP2,0.6708395971518615,-0.3992252210318868,0.5064260117861239,0.20661317609790147,2.1781077741800545,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5738991269532535
SEBOX,0.37409922192441625,-0.9832342174900867,0.14866945557752206,0.09851316148004484,1.4206246733113161,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2471559674162841
IFT20,0.1842137847434209,-1.691658322220372,0.23572803008985646,0.011244276698179003,3.0179547693797946,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.33493167125898266
COL6A1,0.10283004969906183,-2.2746776564282905,0.029175503618334642,0.013316849726450137,0.7940330737613747,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.12930821782518048
PCBP3,0.18258690128039365,-1.7005290478937984,0.05683772865372659,0.03172881945983969,1.0507159448958792,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.15399736580146445
ARAF,0.30886268088911095,-1.1748584992757494,0.21817763929662426,0.04760366331764981,2.0039666907449782,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.31751602177696636
CFP,0.18650107719349746,-1.6793182640784994,0.11074324644376615,0.023681208832003565,1.4687870049660845,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2086849519993648
TIMP1,0.17795859195629019,-1.7262043852115256,0.0373157111424228,0.03504932393066428,0.903562662541353,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.13632902484208947
CNNM3,0.37951261127313396,-0.9688674514123439,0.1885796402475368,0.08953190826494224,1.608698227330761,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.28779332065002905
MCM3AP,0.30539109697664574,-1.1861620386308966,0.30328956440859745,0.031917888222229365,2.9219891198079044,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.39633970690009435
PCNT,0.872532423959895,-0.1363554634643649,0.6812784270927492,0.4551866773614073,1.6725288079045995,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.7256323531927055
FTCD,0.378529624103604,-0.9714609420508215,0.15543153572749432,0.09908722794193173,1.4460458658504922,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.25395258799963444
MXD1,0.31389662080411235,-1.1586915803909243,0.12423281694758383,0.07164701956257272,1.3752294115484995,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.22247140375578583
OCRL,0.6559830115508046,-0.42162038739959423,0.5085841720847545,0.18792638100141001,2.2897993839408546,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.5756770439131993
CALM1,0.6197848291037914,-0.47838291101132446,0.31255920678998184,0.2449170940512243,1.5684214933028506,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.404472728854819
AGPAT3,0.6644786916713296,-0.4087524680527975,0.20779772190234364,0.3517771069163486,1.2551468614762262,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.30671804904579686
DPP9,0.3494256911931689,-1.051464354525783,0.1678102570106969,0.07842543306148676,1.5568713987221068,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.2674365981280939
RAMP2,0.6258391355813266,-0.4686619128197921,0.2907611324144034,0.26233379741757445,1.4930391260327283,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.38482098006887894
LSR,0.13936310146778408,-1.970672511046767,0.031068212693866688,0.023237321665803574,0.8358137968758131,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.130609014962843
GRAMD1A,0.19086095703475597,-1.6562100896770042,0.03555829468208147,0.04073982753275728,0.8941595270852025,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.13465406365219237
HPN,0.5694855308324118,-0.5630219032088577,0.5608963015683095,0.08537773473377412,3.798575481520481,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.6201722436318207
GABRG1,0.88013636444445,-0.127678423918917,0.7098023343257978,0.449256823687229,1.7242699034812996,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.7499295712251642
CKB,0.13898658509090422,-1.973377860646228,0.07532394429815295,0.015794086525950622,1.223069837150236,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.17244820658952761
SP1,0.3758645660154142,-0.9785263972461954,0.1171441419238756,0.11052197776770979,1.2782450589409418,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.21494237041760755
ITGB7,0.12479739775991683,-2.0810636745469187,0.024112938391411903,0.020453773242713146,0.761443392514162,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.12866178506775175
MYG1,0.2446014557667834,-1.4081251041246035,0.09016279349165501,0.047987629060248095,1.2467769992994184,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1877522117212798
RARG,0.12337274863654259,-2.092545029528384,0.025847113805533003,0.019586087935441702,0.7771248222873999,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.12871663574028444
PFDN5,0.11600513903548607,-2.154120786827026,0.01845324734948896,0.0193349710182952,0.6960027129034195,256,age+stage_num+tumor_fraction,pseudobulk_mean,log1p,0.1283990270955332
