gene,HR,coef,p_value,CI_lower,CI_upper,n_samples,covariates,gene_scaled
GNAI3,0.8298819245748701,-0.18647184785969204,0.21014835232609475,0.6199492810703783,1.110903794495903,256,age+stage+tumor_fraction,zscore
CDC45,0.7422158314081514,-0.2981152002029738,0.06776636282141935,0.5390192935078619,1.022012286068306,256,age+stage+tumor_fraction,zscore
SCML2,0.7647459168627481,-0.26821163514452373,0.07354955341492875,0.5700745845447408,1.0258943885830183,256,age+stage+tumor_fraction,zscore
APOH,0.8016948518707099,-0.22102722746974046,0.17965950935870045,0.5804914754260522,1.1071904803499113,256,age+stage+tumor_fraction,zscore
NARF,0.9490455434982372,-0.05229849048239645,0.7383768977904879,0.6982410217454615,1.289937737233381,256,age+stage+tumor_fraction,zscore
CAV2,0.7020455999365387,-0.3537569198913953,0.012219797885646661,0.532345403213229,0.9258425477430825,256,age+stage+tumor_fraction,zscore
KLF6,0.9727306310343102,-0.027648078871291077,0.8587295236412066,0.71741825697887,1.3189027061242964,256,age+stage+tumor_fraction,zscore
SCMH1,0.7039614228721881,-0.3510317213820592,0.01962515092946962,0.5242012099228204,0.9453653969345064,256,age+stage+tumor_fraction,zscore
TBX2,0.8467940354556492,-0.16629778337442275,0.3212018611975878,0.6096520325670512,1.1761793616334726,256,age+stage+tumor_fraction,zscore
TBX4,0.7195705090704302,-0.3291007601379586,0.022447842803070776,0.5424433130676997,0.9545360870901844,256,age+stage+tumor_fraction,zscore
NGFR,0.6895036263113322,-0.3717833224278288,0.0064029973517110835,0.5277922522594614,0.9007620870924878,256,age+stage+tumor_fraction,zscore
WNT3,0.8515370579166796,-0.16071225907867903,0.33320532106255474,0.6149441953893563,1.1791563631985866,256,age+stage+tumor_fraction,zscore
WNT9A,0.7143837517328644,-0.33633499361345537,0.033908170653960866,0.5235565884192522,0.9747640580376972,256,age+stage+tumor_fraction,zscore
FER,0.6989069925217113,-0.35823760351016926,0.009239227056075282,0.5336741272777661,0.915298230190396,256,age+stage+tumor_fraction,zscore
XPO6,0.6664485980005959,-0.40579226461712575,0.012729427286768968,0.48430284665311746,0.9170991598467425,256,age+stage+tumor_fraction,zscore
TFE3,0.7597201376533893,-0.27480515344848333,0.09109411960700177,0.5523499606526456,1.0449438375520232,256,age+stage+tumor_fraction,zscore
AXIN2,0.703289242705432,-0.35198703124165753,0.019967658240050874,0.5228497545422092,0.9459997917341475,256,age+stage+tumor_fraction,zscore
BRAT1,0.7210772500314214,-0.32700900453585546,0.0319863764685226,0.5347973724725273,0.9722418756640152,256,age+stage+tumor_fraction,zscore
GNA12,0.9225280030097229,-0.0806375479620803,0.6236434937780679,0.6684951145821747,1.2730951921302205,256,age+stage+tumor_fraction,zscore
SLC22A18,0.9666204339486449,-0.03394937976910408,0.8318705653458492,0.706545896592081,1.3224265653990621,256,age+stage+tumor_fraction,zscore
PIH1D2,0.8722871436995547,-0.13663661604484056,0.39694484629936533,0.6358573437146396,1.1966282509508894,256,age+stage+tumor_fraction,zscore
DLAT,0.8578247716211669,-0.15335542923149115,0.35287061608275616,0.6207134956909997,1.1855120662194056,256,age+stage+tumor_fraction,zscore
FGF23,0.7972249741874766,-0.2266183637540131,0.17732169498670594,0.5735782568441778,1.1080748823449307,256,age+stage+tumor_fraction,zscore
FGF6,0.7978484291984922,-0.22583663792065484,0.15530706280375733,0.5843107021194949,1.0894240233243593,256,age+stage+tumor_fraction,zscore
CCND2,0.9935956578719184,-0.0064249379091722006,0.9690131759156605,0.7184972263161931,1.374023858663406,256,age+stage+tumor_fraction,zscore
GPR107,0.791682132259701,-0.2335953158863822,0.15819340936743942,0.5723335407143934,1.095096746832165,256,age+stage+tumor_fraction,zscore
NALCN,1.0629426204623593,0.06104111903399949,0.713832536274984,0.7670498360313084,1.4729773234046704,256,age+stage+tumor_fraction,zscore
BTBD17,1.0632502426798034,0.06133048339498779,0.7168894865423074,0.7632557250650903,1.4811563692656904,256,age+stage+tumor_fraction,zscore
TH,1.0076190978367234,0.007590219104632509,0.9618861987641444,0.7380666721703039,1.3756158957019267,256,age+stage+tumor_fraction,zscore
SCNN1G,0.9021850698208794,-0.1029356027804628,0.5129960417223962,0.6627633985676706,1.2280972394775342,256,age+stage+tumor_fraction,zscore
DRP2,0.8119726529704541,-0.20828861799541132,0.16972151520812356,0.603143504211014,1.0931056781160604,256,age+stage+tumor_fraction,zscore
TSPAN32,0.7204942160364786,-0.3278178912826541,0.04049174064963849,0.5265350705095484,0.9859018789378172,256,age+stage+tumor_fraction,zscore
LHX2,0.8444804907256027,-0.16903364456938955,0.29414388695659216,0.6157983580849987,1.1580857432518827,256,age+stage+tumor_fraction,zscore
GMPR,1.0157617132278645,0.015638787424295055,0.9151228941187886,0.7618887527250727,1.354229018828843,256,age+stage+tumor_fraction,zscore
GLRA1,0.7263982918776161,-0.31965680318788436,0.06315793857525646,0.51848629124308,1.0176826029048085,256,age+stage+tumor_fraction,zscore
MID2,0.8855685925261652,-0.12152536284377943,0.4622939434685158,0.6404693139458241,1.2244641780528922,256,age+stage+tumor_fraction,zscore
TRIM25,0.8120553995886239,-0.20818671505338873,0.19751121617282483,0.5916613152269911,1.1145463714288093,256,age+stage+tumor_fraction,zscore
DGKE,0.8150743341939257,-0.2044759623005257,0.19828849486308378,0.596899866360821,1.1129943357368413,256,age+stage+tumor_fraction,zscore
SCPEP1,1.02860771828309,0.028206158008428288,0.8518496419778709,0.7650556258005259,1.3829502096719533,256,age+stage+tumor_fraction,zscore
HDDC2,0.9546469540070788,-0.04641368851850047,0.780974445693241,0.6882640298190627,1.324129646924274,256,age+stage+tumor_fraction,zscore
TPD52L1,0.9410136879859108,-0.06079759329010753,0.7105356778792895,0.6825850289850172,1.2972841820066963,256,age+stage+tumor_fraction,zscore
PEMT,0.7433347336537843,-0.29660881935868505,0.0514993311886342,0.551481327645985,1.0019315225316954,256,age+stage+tumor_fraction,zscore
CDH1,1.0701955046933833,0.0678413464502366,0.6622039286530611,0.7893709251512327,1.4509255177424965,256,age+stage+tumor_fraction,zscore
CDH4,0.9930907770452622,-0.006933202151230324,0.9644383115285506,0.7321867025266404,1.3469642210778592,256,age+stage+tumor_fraction,zscore
BCL6B,1.0585719610658664,0.0569207932837385,0.7231295802610176,0.7726109619594975,1.4503736704858945,256,age+stage+tumor_fraction,zscore
ALOX12,0.9447556074526324,-0.05682900138763649,0.7285762093318042,0.6853687373905702,1.3023108716797929,256,age+stage+tumor_fraction,zscore
COMT,0.9991506702033858,-0.0008496906815206703,0.9957741959876666,0.729577576996315,1.3683288703552317,256,age+stage+tumor_fraction,zscore
RTCA,0.7744124440677069,-0.2556506738465721,0.10451707467124574,0.5687498012783367,1.0544436801190704,256,age+stage+tumor_fraction,zscore
DBT,0.7205513945760208,-0.3277385342669551,0.05828405175492442,0.5132608209582675,1.0115603822167896,256,age+stage+tumor_fraction,zscore
DAZAP2,0.9822669739878919,-0.017892139972193917,0.9110836129398509,0.7175454762872294,1.3446512312776484,256,age+stage+tumor_fraction,zscore
MCTS1,0.8549914883764569,-0.15666376521018444,0.37516743873505587,0.6047737697094232,1.2087337146705601,256,age+stage+tumor_fraction,zscore
REM1,0.9297222516499145,-0.07286939158074128,0.6277229358219941,0.6925420271054977,1.2481314221834396,256,age+stage+tumor_fraction,zscore
RNF17,0.8112140482282983,-0.20922332845949682,0.2065936005126726,0.586310377666254,1.1223888525772208,256,age+stage+tumor_fraction,zscore
TRAPPC10,0.7026201852649373,-0.3529388101794629,0.01708807372846947,0.5257112993053127,0.9390612782987331,256,age+stage+tumor_fraction,zscore
CCM2,0.8562708619281533,-0.15516852540685316,0.4011347556966329,0.5960707950331883,1.2300548778712754,256,age+stage+tumor_fraction,zscore
TBRG4,0.9429268169503221,-0.05876660598767172,0.7194914777589861,0.6842172955148623,1.2994570408440562,256,age+stage+tumor_fraction,zscore
TMPRSS2,0.8325215156595215,-0.18329621282544314,0.2982378930224243,0.5893943427857304,1.1759394750213863,256,age+stage+tumor_fraction,zscore
FAP,0.7606660018013802,-0.2735609112846373,0.0808179671346937,0.5595331464904345,1.0340991770116503,256,age+stage+tumor_fraction,zscore
GCG,0.9762580020241906,-0.024028381166120362,0.8817167991992655,0.7113861750570728,1.3397500822106938,256,age+stage+tumor_fraction,zscore
NDUFA9,0.9514614785574003,-0.04975607802879194,0.7468519378985992,0.7033719223464335,1.287055846867818,256,age+stage+tumor_fraction,zscore
EGFL6,0.8858396878698082,-0.12121928394738996,0.42269246886056555,0.6586588390991196,1.191378458806639,256,age+stage+tumor_fraction,zscore
LCK,0.7201866596064378,-0.32824485111798296,0.026212195620270662,0.5392137392023661,0.9618983845669837,256,age+stage+tumor_fraction,zscore
TSSK3,0.8592487585894609,-0.15169680801382987,0.35521553800537753,0.6229487985366463,1.1851831657302685,256,age+stage+tumor_fraction,zscore
CTTNBP2,0.6657546691174939,-0.40683404099313336,0.005183843166834264,0.5005323234344203,0.8855157972826018,256,age+stage+tumor_fraction,zscore
GALNT1,0.7334800957605004,-0.30995481774479255,0.05343609363652928,0.5355307762847248,1.004597820893115,256,age+stage+tumor_fraction,zscore
MYF5,0.742754622230064,-0.2973895415284382,0.0521708363804077,0.5501451784962168,1.002797898460395,256,age+stage+tumor_fraction,zscore
MKRN2,0.7873623102284633,-0.2390667677237023,0.16801110446426776,0.5604900223547092,1.1060668037654573,256,age+stage+tumor_fraction,zscore
PPARG,0.6817156666696681,-0.38314261911178815,0.003919199976491923,0.5254645791159384,0.8844292625104438,256,age+stage+tumor_fraction,zscore
RAF1,0.7313765495648215,-0.3128268361751488,0.08034394007320309,0.5150722316191866,1.038517754241555,256,age+stage+tumor_fraction,zscore
SEPTIN1,0.7244275049213312,-0.3223735844483428,0.025309672279340317,0.5461461676185675,0.9609061474785743,256,age+stage+tumor_fraction,zscore
PDGFB,0.6947579674500649,-0.3641917423431446,0.019605529160352696,0.5116858873815099,0.9433299710598735,256,age+stage+tumor_fraction,zscore
ACVRL1,0.9276790810252603,-0.07506942386543279,0.6410957958786749,0.6765878432581561,1.27195379867845,256,age+stage+tumor_fraction,zscore
TAMALIN,0.8609055533451613,-0.14977047471159546,0.3360405270177187,0.6345083691766499,1.1680828934412313,256,age+stage+tumor_fraction,zscore
ACVR1B,0.7180512399467364,-0.3312143476519376,0.05384738026640167,0.512779697379206,1.0054953147018915,256,age+stage+tumor_fraction,zscore
TOM1L2,0.7774048633451219,-0.25179400467269747,0.12156665133212226,0.5652147715470175,1.06925429407744,256,age+stage+tumor_fraction,zscore
GPA33,0.8546229340241033,-0.15709492015744492,0.3080813822111409,0.6318025552992186,1.1560262826320198,256,age+stage+tumor_fraction,zscore
ZNF385A,1.005763555202063,0.005747009462194714,0.9697896297123147,0.7470127563907455,1.3541406359111336,256,age+stage+tumor_fraction,zscore
ITGA5,0.7162300667404949,-0.3337538413711729,0.03684013860783359,0.5235554842133067,0.9798111641861695,256,age+stage+tumor_fraction,zscore
GABRA2,0.7878204879872139,-0.23848502219906692,0.14314347625946133,0.5725117064339774,1.0841020616999157,256,age+stage+tumor_fraction,zscore
WDR77,0.7394368238173241,-0.30186643142415615,0.04672770853729989,0.5491618702320961,0.9956387106518679,256,age+stage+tumor_fraction,zscore
ADORA3,0.7980392840378535,-0.22559745462638137,0.1615791124241791,0.581887788365918,1.0944836987490765,256,age+stage+tumor_fraction,zscore
ATP5PB,0.7455464977735063,-0.2936377754634549,0.053258342286595116,0.5535521702162803,1.004132239469257,256,age+stage+tumor_fraction,zscore
SOX9,0.7880612890684439,-0.23817941414317073,0.09673425466027925,0.5949687734685547,1.0438204877672301,256,age+stage+tumor_fraction,zscore
HNRNPD,0.7184693853109362,-0.330632183541437,0.03362131468976004,0.5295933590469046,0.9747068176195843,256,age+stage+tumor_fraction,zscore
C1D,0.8638175621268426,-0.14639368742020978,0.35770117204781515,0.6323239258774891,1.1800609625885512,256,age+stage+tumor_fraction,zscore
GM2A,0.7724934596394767,-0.25813173673219175,0.11564719890153,0.5600654560226578,1.065493575382421,256,age+stage+tumor_fraction,zscore
KRIT1,1.0547556753922334,0.05330915280160889,0.7145016245015758,0.7927010536563999,1.4034414734792937,256,age+stage+tumor_fraction,zscore
CLCN4,0.8040594806912582,-0.21808203158035044,0.15358458537020162,0.5959383942773678,1.0848632252893404,256,age+stage+tumor_fraction,zscore
GRM6,0.8333142107896422,-0.18234450410967168,0.2830755930972938,0.5973312290686129,1.1625251453648675,256,age+stage+tumor_fraction,zscore
SEMA4F,0.8286560625591523,-0.1879500922513882,0.25529515843531825,0.5994316473772934,1.1455365645448383,256,age+stage+tumor_fraction,zscore
HK2,0.783081012263703,-0.24451912440503998,0.14130896612471885,0.5653379305040538,1.0846890659206332,256,age+stage+tumor_fraction,zscore
MYO18A,0.8161607573464486,-0.20314393686925222,0.20512185705491853,0.596085726523447,1.1174875562233861,256,age+stage+tumor_fraction,zscore
SEZ6,0.7281562346562832,-0.3172396457661183,0.028662548252132016,0.5480418577341007,0.9674653397114504,256,age+stage+tumor_fraction,zscore
HAAO,0.6968118178838328,-0.3612398933640262,0.019312990486274828,0.5148474894709972,0.9430884280730751,256,age+stage+tumor_fraction,zscore
CD52,0.7748545969322217,-0.25507988409268456,0.11343436581917152,0.5650088356040123,1.0626376236137078,256,age+stage+tumor_fraction,zscore
ABHD15,0.9175516608945067,-0.08604639448649265,0.5970774234172265,0.6669182512259919,1.262375184458674,256,age+stage+tumor_fraction,zscore
HOXB6,0.6815832177901796,-0.3833369255568605,0.00725459655254202,0.5152163545139058,0.9016710721683371,256,age+stage+tumor_fraction,zscore
LOXL3,1.1328951167809422,0.12477640651723522,0.43301766088499516,0.8293245904930924,1.5475862651835774,256,age+stage+tumor_fraction,zscore
BTN1A1,0.7282217295036474,-0.3171497036645209,0.009475070372189375,0.5730733213114682,0.9253735387780491,256,age+stage+tumor_fraction,zscore
KAT2B,0.7630336769328657,-0.27045311114502035,0.08151932125479881,0.5628416557627826,1.034430174406057,256,age+stage+tumor_fraction,zscore
RAB5B,0.7849032544428813,-0.24219481154266187,0.1317583886598326,0.572842598614661,1.0754666645338744,256,age+stage+tumor_fraction,zscore
CRYBA1,0.7788606256190983,-0.24992316359975406,0.1434996071198811,0.5572344250656898,1.0886331620094383,256,age+stage+tumor_fraction,zscore
DNMT3L,0.7885203982333752,-0.2375970032454588,0.1292870544022569,0.58008034714847,1.0718591338019965,256,age+stage+tumor_fraction,zscore
AIRE,0.7615360903330838,-0.27241771402987147,0.05173909525614739,0.5787473765046575,1.00205588901729,256,age+stage+tumor_fraction,zscore
SPG7,0.7745455793847821,-0.25547877077962355,0.07267505480533173,0.5859871808237722,1.0237781203697116,256,age+stage+tumor_fraction,zscore
CHMP1A,0.7229544037400325,-0.32440912417855966,0.05956714703149539,0.5158694804983274,1.0131692019892629,256,age+stage+tumor_fraction,zscore
RPA1,0.7024130781939817,-0.35323361753789606,0.009141874214561236,0.5385753566433922,0.916091177087833,256,age+stage+tumor_fraction,zscore
SERPINF1,0.8071361037066038,-0.21426297102113143,0.18694593533157594,0.587143958710687,1.109555297711385,256,age+stage+tumor_fraction,zscore
TUBGCP3,0.8403952467745123,-0.17388296593576782,0.3370265351339373,0.5892725753567488,1.1985356188918466,256,age+stage+tumor_fraction,zscore
OPRM1,0.7478414378613274,-0.2905643049477208,0.06053460126055717,0.5521193123703878,1.0129455783414345,256,age+stage+tumor_fraction,zscore
POLR3D,0.9505850000617508,-0.05067769436944415,0.7539296479141132,0.6924308847684497,1.3049848905058135,256,age+stage+tumor_fraction,zscore
TCF7,0.8170203460730732,-0.20209128103800414,0.20717764149062945,0.5968379045631749,1.118431387808593,256,age+stage+tumor_fraction,zscore
DDX3X,0.8155692609653212,-0.2038689298526473,0.21307580236395507,0.5916890234880441,1.12416014667705,256,age+stage+tumor_fraction,zscore
IL12RB1,0.8672090994031483,-0.142475155497621,0.43597094424299976,0.6059633382214312,1.2410843604746342,256,age+stage+tumor_fraction,zscore
SLC5A5,0.9051330108197483,-0.0996733728002357,0.5270179404046658,0.6646429043552178,1.2326405080189748,256,age+stage+tumor_fraction,zscore
KCNN3,0.851470685767194,-0.16079020605192726,0.3641144352651108,0.6016767404248347,1.2049698451180655,256,age+stage+tumor_fraction,zscore
CA4,0.7278097670777229,-0.31771557389175786,0.04271998261025534,0.5352565600265512,0.9896320692033241,256,age+stage+tumor_fraction,zscore
TXNRD3,1.0452899745745705,0.04429433455537038,0.7794435338669614,0.7666604410892611,1.425182613301021,256,age+stage+tumor_fraction,zscore
FASLG,1.0135910470303133,0.013499517142760868,0.9276926135813358,0.7572510084437307,1.3567057675253629,256,age+stage+tumor_fraction,zscore
ZNF512B,0.9138041194528495,-0.0901390418166734,0.5587786000305704,0.67549119838294,1.2361937072281577,256,age+stage+tumor_fraction,zscore
DNAJC5,0.7713649681070648,-0.25959364763427084,0.09858855218532968,0.5668674172440987,1.0496350573746216,256,age+stage+tumor_fraction,zscore
TPD52L2,0.850171264218299,-0.162317462477972,0.3437187562933153,0.607553882147352,1.1896741996740958,256,age+stage+tumor_fraction,zscore
FMR1,0.824320547601104,-0.19319581064001484,0.22599082820178462,0.6029378131261818,1.1269891361999853,256,age+stage+tumor_fraction,zscore
BCL11A,0.8456363981372033,-0.1676658011977952,0.2746845905843607,0.6259368517967088,1.1424489799599025,256,age+stage+tumor_fraction,zscore
IL4,0.7968910621815863,-0.2270372943753177,0.16267413272994058,0.5793990718230675,1.0960241323597064,256,age+stage+tumor_fraction,zscore
PXMP4,0.8801838473724165,-0.12762447586144512,0.47604952288571023,0.6196421329829659,1.2502758672102865,256,age+stage+tumor_fraction,zscore
DLG3,0.765353630571628,-0.2674172897807156,0.06962867037249129,0.5733255210914108,1.0216991190520848,256,age+stage+tumor_fraction,zscore
GNB1L,0.8158994806849954,-0.20346411704103354,0.20258205342166657,0.5966505507238429,1.1157149889067275,256,age+stage+tumor_fraction,zscore
DBH,0.8380319525259734,-0.17669904972103034,0.2977852342668305,0.600903690412808,1.1687356304502503,256,age+stage+tumor_fraction,zscore
MMP11,1.0181670890693093,0.018004039305400812,0.9088528306478346,0.7480986881179719,1.3857319064037625,256,age+stage+tumor_fraction,zscore
SMARCB1,0.9446336727013055,-0.056958074578404565,0.7273558791829386,0.6858083203048871,1.301140200813627,256,age+stage+tumor_fraction,zscore
VPREB3,0.7427349786688677,-0.29741598878351916,0.08831588372759402,0.5275889344314656,1.0456156536579215,256,age+stage+tumor_fraction,zscore
HIP1R,0.857485789696737,-0.15375067186158645,0.3491394382889875,0.6215046089066418,1.1830674607954286,256,age+stage+tumor_fraction,zscore
NSUN5,0.8775388303529367,-0.13063407350671002,0.40937794611707257,0.6434007673053347,1.1968813807953558,256,age+stage+tumor_fraction,zscore
TOP1MT,0.9368641135671602,-0.06521703013444395,0.6804074932725457,0.686920267640646,1.2777529047216092,256,age+stage+tumor_fraction,zscore
HOXA10,0.8760548740789467,-0.13232654836501823,0.382642155807862,0.6509004548190689,1.1790929576333045,256,age+stage+tumor_fraction,zscore
HOXA4,0.8668437763206174,-0.14289650722576047,0.4282992536268536,0.6086719968538256,1.234520622650304,256,age+stage+tumor_fraction,zscore
MMP14,0.7503842704749649,-0.2871698430303871,0.05520918562800878,0.5594835769835422,1.00642195149333,256,age+stage+tumor_fraction,zscore
SLC7A7,0.7435723063986942,-0.2962892664336775,0.04810211902246984,0.5542691582394255,0.9975293891496662,256,age+stage+tumor_fraction,zscore
OXA1L,0.7750507252137192,-0.2548267998820014,0.06288553052223225,0.5925328077634591,1.0137896480731492,256,age+stage+tumor_fraction,zscore
HEATR6,0.8439775090998127,-0.1696294327272477,0.28837123274110177,0.6170683747950756,1.1543259466228097,256,age+stage+tumor_fraction,zscore
ICAM4,0.9060259056724944,-0.09868737989044343,0.47905406159792796,0.6893871040350706,1.1907431063693115,256,age+stage+tumor_fraction,zscore
ILF2,0.7443688634476363,-0.2952185828056148,0.08535021095515186,0.5317744822197459,1.0419548575506121,256,age+stage+tumor_fraction,zscore
CHTOP,1.0004484949788217,0.00044839443500990875,0.9977800251241298,0.7294858367814713,1.3720584288810858,256,age+stage+tumor_fraction,zscore
SNAPIN,0.9888533292579562,-0.01120926042201963,0.94151445518745,0.7329621754401352,1.334080992920771,256,age+stage+tumor_fraction,zscore
S100A4,0.8519790150263848,-0.1601933827068729,0.301324188657162,0.6287882628979174,1.1543921616793476,256,age+stage+tumor_fraction,zscore
S100A5,0.880969488164873,-0.1267322868297263,0.4183767612348047,0.6481226929742105,1.19746962649302,256,age+stage+tumor_fraction,zscore
S100A6,0.8464352561284472,-0.16672156452958553,0.2711574914495166,0.6289676856927139,1.1390929281655615,256,age+stage+tumor_fraction,zscore
SCN4A,0.7592900508673822,-0.27537142588134794,0.05681601579989246,0.5719354624829114,1.0080182453512705,256,age+stage+tumor_fraction,zscore
ICAM2,0.774580874746794,-0.25543320269585096,0.1357856325119277,0.5537417184109789,1.0834934619793553,256,age+stage+tumor_fraction,zscore
MAPK7,0.7233522382243645,-0.32385898566322335,0.018493080265177427,0.5524873903010916,0.9470595523619929,256,age+stage+tumor_fraction,zscore
EPN2,0.7119210652171865,-0.33978823717497664,0.015050120670769841,0.5413338436893853,0.9362643939749513,256,age+stage+tumor_fraction,zscore
B9D1,0.7039299906505329,-0.35107637286776117,0.01663548809016684,0.5281251271192157,0.9382576330730128,256,age+stage+tumor_fraction,zscore
SEC24B,0.7809401288540962,-0.24725679167877626,0.12327723055028587,0.5702364982107873,1.0694992108856836,256,age+stage+tumor_fraction,zscore
N4BP3,0.746880734111419,-0.2918497664203773,0.04630496467356429,0.5605039189133962,0.995230920183812,256,age+stage+tumor_fraction,zscore
RMND5B,0.934451135673199,-0.0677959427279166,0.6845696033168703,0.6737534815250872,1.296021391955387,256,age+stage+tumor_fraction,zscore
NHP2,0.8187504430709189,-0.19997595087750092,0.17286579080066283,0.6141440484363587,1.091522892284923,256,age+stage+tumor_fraction,zscore
VPS9D1,1.0181959776434404,0.0180324120200754,0.9108495023075134,0.7425821634511105,1.3961055084748693,256,age+stage+tumor_fraction,zscore
ZNF276,0.8491942780165898,-0.1634672872626543,0.27242599286970887,0.6341965954811881,1.1370778824017007,256,age+stage+tumor_fraction,zscore
C1QL4,0.8715846836742277,-0.13744224872069946,0.37066793287263256,0.6450982717319963,1.1775878096463128,256,age+stage+tumor_fraction,zscore
MFSD10,0.7632866956588112,-0.2701215703586866,0.08605145731697375,0.5607176952970807,1.0390372635931684,256,age+stage+tumor_fraction,zscore
LUZP1,0.7590724018237313,-0.2756581150638364,0.06526577514072494,0.5662375044520004,1.017578148180207,256,age+stage+tumor_fraction,zscore
SLC13A2,0.8076829244307013,-0.21358571773705382,0.18539668731928965,0.5887888025975004,1.107955354346101,256,age+stage+tumor_fraction,zscore
KCTD10,0.8988634062600189,-0.10662419569854176,0.465017372989349,0.6752592660953856,1.1965114196585254,256,age+stage+tumor_fraction,zscore
POLDIP2,0.8677274456110038,-0.1418776163832733,0.3741184188185276,0.634607593126459,1.1864826831918416,256,age+stage+tumor_fraction,zscore
SEBOX,0.7893883574386172,-0.2364968644831084,0.13736371363567623,0.5778203818477358,1.0784215968066062,256,age+stage+tumor_fraction,zscore
IFT20,0.8232773909524956,-0.19446208654821598,0.22102774641034148,0.602962162824135,1.124093192314021,256,age+stage+tumor_fraction,zscore
COL6A1,0.7082734614761628,-0.3449250148389956,0.029746157106910864,0.5189387801377945,0.9666868529236171,256,age+stage+tumor_fraction,zscore
PCBP3,0.7472691622669213,-0.29132983443069654,0.0492779781622906,0.5589256395393523,0.9990795937279423,256,age+stage+tumor_fraction,zscore
ARAF,0.8210848083455297,-0.19712887602723683,0.217228684156775,0.6003475695186804,1.12298324624905,256,age+stage+tumor_fraction,zscore
CFP,0.7772615284643748,-0.2519783977771067,0.0966195437003093,0.5773960961770621,1.0463103017681543,256,age+stage+tumor_fraction,zscore
TIMP1,0.7192277381167309,-0.32957722855297666,0.031610238511388666,0.5325275352148521,0.9713836469841975,256,age+stage+tumor_fraction,zscore
UXT,0.9918826889019327,-0.008150435845502802,0.9592206641591151,0.7257345145261536,1.3556352203886721,256,age+stage+tumor_fraction,zscore
CNNM3,0.8003121987533199,-0.22275337899967793,0.1747472811703592,0.580155683387856,1.104013342992928,256,age+stage+tumor_fraction,zscore
LMAN2L,1.1007585033210543,0.09599949064869345,0.5419899909591785,0.8085198134028676,1.4986265797667713,256,age+stage+tumor_fraction,zscore
MCM3AP,0.8448384961132711,-0.16860979875244564,0.27966714445735885,0.622322008124824,1.146917632988115,256,age+stage+tumor_fraction,zscore
PCNT,0.8759456856444325,-0.13245119265699576,0.46357022650123525,0.6147000029280392,1.2482200106462629,256,age+stage+tumor_fraction,zscore
FTCD,0.7963051236547718,-0.2277728454122099,0.13539609292524832,0.5905183821443607,1.0738054379547257,256,age+stage+tumor_fraction,zscore
MXD1,0.788901245783168,-0.23711412974281915,0.12382272359184994,0.5832723201323421,1.0670233338983448,256,age+stage+tumor_fraction,zscore
OCRL,0.8866021793672859,-0.12035889855635498,0.4479885923652044,0.6496935092296215,1.209898841979968,256,age+stage+tumor_fraction,zscore
CALM1,0.8350501134461816,-0.18026353982896426,0.24464440081624458,0.6163524376391312,1.1313473418511064,256,age+stage+tumor_fraction,zscore
AGPAT3,0.8371886860757554,-0.17770580250572182,0.2706146706388593,0.6102627306210908,1.1484969684777058,256,age+stage+tumor_fraction,zscore
SLC26A3,0.9563711302501468,-0.04460922970661553,0.7752115507714074,0.7041363728767027,1.2989610734625427,256,age+stage+tumor_fraction,zscore
SEMA6B,1.1201192404016411,0.1134351442843675,0.4572394519658388,0.830576692906306,1.5105975443732844,256,age+stage+tumor_fraction,zscore
UHRF1,0.9417156414525725,-0.06005191679990613,0.6990627097491886,0.6945362515290688,1.2768640188384939,256,age+stage+tumor_fraction,zscore
DPP9,0.8020347005312403,-0.22060340455632152,0.1560337274672713,0.5913149759085353,1.0878460500140212,256,age+stage+tumor_fraction,zscore
RAMP2,0.8255668599403438,-0.19168502563662718,0.2172081785385244,0.6088751008533829,1.1193767642600303,256,age+stage+tumor_fraction,zscore
LSR,0.7317176390900341,-0.3123605783852719,0.02527378045726215,0.5565411976334939,0.9620324706098112,256,age+stage+tumor_fraction,zscore
GRAMD1A,0.7278299997010574,-0.3176877749489183,0.02765237471551523,0.5485740943179434,0.9656608176575975,256,age+stage+tumor_fraction,zscore
HPN,0.8951695363866137,-0.11074215251585115,0.49482174356155395,0.6513614676462037,1.2302362646202427,256,age+stage+tumor_fraction,zscore
GABRG1,0.8923890302179411,-0.1138531089489525,0.4683220328004254,0.6560268877812617,1.2139108870166404,256,age+stage+tumor_fraction,zscore
CKB,0.7732238884852395,-0.25718663651575424,0.0699894553177313,0.5854480584071464,1.0212266880701573,256,age+stage+tumor_fraction,zscore
SP1,0.7808720096299205,-0.247344022687603,0.094797761629393,0.5841906959657812,1.0437706379685092,256,age+stage+tumor_fraction,zscore
ITGB7,0.7037984798340018,-0.35126321403730637,0.02063738506539929,0.5227181201453996,0.9476088184562451,256,age+stage+tumor_fraction,zscore
MYG1,0.7565209358323098,-0.27902507154008493,0.09294311555889359,0.5463288484446284,1.047581375177189,256,age+stage+tumor_fraction,zscore
RARG,0.7053017130798648,-0.3491296059039963,0.026893651589977127,0.5177144797732173,0.9608587858915942,256,age+stage+tumor_fraction,zscore
PFDN5,0.7123934002959906,-0.3391249916522278,0.01657048829320122,0.5398183718940903,0.9401390971644316,256,age+stage+tumor_fraction,zscore
EFNB2,0.9022199041912161,-0.10289699241212234,0.5273800231380619,0.6557361650021137,1.2413540673270371,256,age+stage+tumor_fraction,zscore
