gene,HR,coef,p_value,CI_lower,CI_upper,n_samples
ALB,4.063272306665148,1.401988635843988,0.2499647620006571,0.37286445886,44.279312350097214,265
AFM,1.8837014879486984,0.6332387177131928,0.5792307885893142,0.2008887020118184,17.663170004908437,265
RASSF6,2.293166485126577,0.8299336070519453,0.460603985175697,0.2529342456475897,20.79043316196314,265
CXCL6,6.9123222956737305,1.9333056588397022,0.10393892324907363,0.6723278673575074,71.06681403384584,265
PPBP,1.743105258843822,0.5556681541831433,0.6525471799776263,0.1551576307409817,19.582768368519908,265
MTHFD2L,1.4919763819412237,0.40010167185816903,0.748123015181352,0.12977349893331236,17.15291290261281,265
EREG,7.183885301553785,1.9718403650530927,0.09478255044450634,0.7107642596658488,72.60945851461783,265
AREG,2.719549135562859,1.0004661075841241,0.3974408057975247,0.267989795330467,27.59786988015908,265
SHROOM3,1.5722615303185894,0.452515048056556,0.7084477792152196,0.14671239828757973,16.849334811324027,265
CCNG2,4.676747225729643,1.542602831041942,0.20813953797535886,0.42339906074554723,51.65803763205428,265
GTF2H3,0.9264033407746731,-0.07644556597963098,0.9389320402199565,0.13105395818070484,6.548624411748838,265
EIF2B1,1.5731504883617693,0.45308028915156595,0.6922757395236024,0.1668419664627993,14.833213198698893,265
DDX55,5.085798220230619,1.626451992644413,0.2003595884321467,0.42190275279200984,61.30641093411413,265
TMED2,5.40503983840001,1.6873318217208095,0.1214352069989257,0.6389229841369772,45.72453391100419,265
RILPL1,3.3798478504260774,1.217830693814896,0.257573877199804,0.4104612638901945,27.83057135224757,265
RCHY1,2.6690009028026846,0.9817042086773635,0.3808260679277494,0.297059724539169,23.98024784481433,265
RILPL2,0.6135949437530908,-0.48842026926113397,0.7142707453278161,0.04491187435816484,8.383055937430775,265
SNRNP35,4.089725542633793,1.408477863312588,0.23598287199049867,0.39814393524161096,42.0095687352899,265
CDKL2,3.5234202469891525,1.259432178929413,0.19854723962730408,0.5166002336641373,24.031135543318904,265
ARL6IP4,1.9004810502226797,0.6421070384543779,0.5855843321428272,0.18899444924698053,19.110763499384642,265
G3BP2,4.973391045521684,1.6041019103675918,0.1747787804204367,0.49029540256894,50.448399805660756,265
PITPNM2,1.836242507688677,0.6077213682736242,0.6108239192706676,0.1767796723772683,19.07338384385631,265
USO1,4.678875256683338,1.5430577512772112,0.1845673108334244,0.4788703024197825,45.71566362954982,265
ABCB9,4.497395618372663,1.5034984777622526,0.2434489709442345,0.3595544274406506,56.25453562658829,265
PPEF2,3.36118679069129,1.2122941231258753,0.27116908266701945,0.38789554452681324,29.125306545346692,265
NAAA,2.779704726821685,1.0223447086880113,0.36860393742097886,0.2993015392828292,25.815966021522225,265
KNTC1,4.7368504543933865,1.5553724537564306,0.13390395406367345,0.6197383583089188,36.20520164108088,265
SDAD1,11.481516226963745,2.4407384576897067,0.032812563850126805,1.2207184564764382,107.98985971797349,265
SLC15A4,4.447722282932553,1.4923921186079858,0.20598348848752845,0.440228967867383,44.93623761727117,265
CXCL9,3.66596868768784,1.2990926081065792,0.23420416985145615,0.4311617951866244,31.170030761400408,265
AJM1,1.3047663693805467,0.2660239974527575,0.8243051486401588,0.124618964294579,13.660964752060206,265
RIMBP2,2.2490591942414,0.810511992880429,0.49722127072310784,0.21663943208989547,23.348783785136703,265
RSRC2,2.0675226450409827,0.7263511007171456,0.4942838750151869,0.2575719906939062,16.59594226934859,265
PIWIL1,2.3859762767802177,0.8696083809524557,0.49250812741461136,0.1991365580108189,28.58783364654069,265
SCARB2,5.787618291442929,1.7557208583296842,0.16342944693451472,0.48993697637909933,68.36904969900884,265
ZCCHC8,1.3023999523509067,0.26420867968053213,0.8073687617776567,0.1557295221510652,10.892254804700444,265
STX2,8.631215876254217,2.155385384656191,0.07402543131387568,0.8111196245669943,91.84574660275615,265
B3GNT4,1.0393449806179398,0.03859068840045539,0.9727024318046696,0.1139763850022626,9.477735135346336,265
NIPSNAP2,2.855497072649346,1.0492459339600577,0.3372581050805658,0.3349329529643193,24.344763510855916,265
VPS33A,0.22865746719653685,-1.4755301716525817,0.11541840592334743,0.03642391573195928,1.4354370268559509,265
MMP17,2.7197151844587744,1.0005271632292252,0.37007555874815534,0.3050512384942316,24.247895930819165,265
IL31,7.270342875574979,1.9838034535109987,0.09112231881586749,0.727917082317223,72.61525634232694,265
BCL7A,1.2330477452949724,0.20948894629946507,0.8358235362726191,0.17003382308719436,8.941790019020754,265
SFSWAP,1.4871075421211783,0.39683298639702286,0.7228819626673956,0.1658779449464837,13.33202459523581,265
PSMD9,4.422917873251702,1.4867996306043048,0.1712634463890465,0.5256449421382315,37.21562017500585,265
CFAP251,9.537729919230351,2.255255503185577,0.0567599170205544,0.9371791057026493,97.0660692909691,265
HPD,1.5977378248881429,0.4685887693584588,0.6697889081771793,0.1854246074589512,13.767137987030218,265
PSPH,0.2083159598883967,-1.5686993139268919,0.10727066795916755,0.03087853488813786,1.4053626346402435,265
CCT6A,2.573854932582678,0.9454047488377327,0.4372472269751535,0.2369712561383308,27.95583448362627,265
RHOF,4.112892770924662,1.4141266181388452,0.24434648154338995,0.3803689045139807,44.47231817421762,265
TMEM116,2.452663966307543,0.897174767024825,0.4708431900316472,0.21409455667641275,28.097680879927754,265
ALDH2,6.410722111929844,1.8579719185548114,0.10855612839732018,0.6627801673428437,62.00752530231842,265
BRAP,3.882014366609144,1.3563541855666432,0.22936855487836058,0.4251465288005157,35.44668607568675,265
FAM168A,2.463007159368529,0.901383025901748,0.4570140127368406,0.2290281656853764,26.487590506375764,265
VPS29,3.4936325242879787,1.2509420328229972,0.27768581425620137,0.3650671724926047,33.433486038819474,265
FAM216A,2.004600318925119,0.6954446987052535,0.5666553894256419,0.1857393943772168,21.63473425822475,265
GPN3,5.753355368596796,1.7497832269792808,0.13521801983122073,0.5792683008237913,57.142947318691,265
ARPC3,2.256944027197126,0.8140116978810619,0.4691165988142103,0.24910567440794246,20.44833524570396,265
ANAPC7,4.629809847413125,1.5325157975815695,0.16680200616976787,0.5272703801046592,40.65303121891436,265
ATP2A2,4.241833102873564,1.4449955113971535,0.1890654961019924,0.4909414053141188,36.650296507627864,265
P2RX7,5.531220024485738,1.7104084104574047,0.12773713679685295,0.612253577786005,49.970136670994464,265
IFT81,4.049442217924923,1.3985791476644764,0.22450140646945996,0.42393193177470184,38.68069623268533,265
P2RX4,2.768294142498528,1.0182312974631749,0.39535773402918384,0.26452768889781964,28.970322506963935,265
CAMKK2,6.224374439761924,1.8284729456966415,0.12184370184572395,0.6138648902137241,63.11297124823806,265
ANAPC5,2.5906236797274573,0.9518986497066357,0.36575679239948,0.32926661859367246,20.382664597551162,265
RNF34,1.0356788790612779,0.035057133492985906,0.9769495544740892,0.09603776177462771,11.168843595613705,265
KDM2B,1.2668702502448417,0.23654948902703832,0.833283521137373,0.1400098530765719,11.463194880132248,265
MORN3,0.7510219795042197,-0.2863203606632899,0.8032296620668687,0.07898380728349066,7.141134785690838,265
NCOR2,5.12501359419254,1.6341331775463275,0.13760745536264363,0.5927326826150513,44.31300164650541,265
DHX37,3.316419680609343,1.1988857915715136,0.2666687469616001,0.39989012826162346,27.50415356774509,265
AACS,3.8668374101045933,1.3524369662549536,0.24517659631176528,0.3951635314925991,37.838591784283715,265
ANXA3,3.241399394898569,1.1760051485628276,0.330220698961638,0.3038400524262323,34.57960842670558,265
SLC49A3,1.9888374404552192,0.6875502672483658,0.5629882135962351,0.1935450850658748,20.43696621492705,265
PDE6B,1.3800835828088442,0.322144064587777,0.78455649205096,0.13705446099887714,13.896889467567938,265
PXMP2,3.572241576119601,1.2731932912200234,0.2680319620107071,0.37539164109300394,33.993590909489406,265
PGAM5,3.2863465522654014,1.1897764773121002,0.28182018021269595,0.3764566599069635,28.688757065038487,265
ANKLE2,3.8738617452878157,1.3542518765028089,0.24426881594475586,0.3964079322282153,37.856974095474996,265
GOLGA3,3.990793529296673,1.3839900906508371,0.2263031792697901,0.42404268052745275,37.55856126007368,265
P2RX2,4.769625205139592,1.5622677284672053,0.21492684461637618,0.4038077272945925,56.337021458003015,265
DDX51,1.4113559803986315,0.3445509304901917,0.7353290523128988,0.19144929631657157,10.404455601201208,265
EP400,0.43881668289081094,-0.8236735319537085,0.37445953432836054,0.0712650536706161,2.70202674754584,265
PUS1,3.4295361969047913,1.2324250324735742,0.28021341027851193,0.3662319681308059,32.115488404549346,265
ULK1,3.3433024855684366,1.2069590866136481,0.27850644809356284,0.3768271838752613,29.66259332741811,265
PRKAB1,4.194455139504976,1.4337634481713195,0.17842489318183297,0.5196576933172307,33.85585192631719,265
CIT,0.8161491186839568,-0.2031581972283456,0.8464336462803037,0.10444076052609728,6.377772246901218,265
RAB35,0.14923613098781127,-1.9022254557319755,0.08167367002137431,0.017533840127149144,1.270196524589409,265
CHEK2,0.14344365574117549,-1.9418129638055133,0.03052920058142538,0.02469324533835292,0.8332676442668563,265
PLA2G1B,5.538449280229516,1.7117145482601763,0.1537571802493651,0.5271268323064273,58.19172644932501,265
SIRT4,4.2651903157215205,1.4504868026260453,0.16403088668160132,0.553024255055479,32.89520895878184,265
PXN,4.077890128935001,1.4055797293996593,0.2090016808220356,0.4550945384780122,36.54007354005844,265
CCR9,17.596327196485607,2.8676901982491207,0.009709339060760153,2.002186847376569,154.6462715063196,265
ST7,2.6590948577884634,0.9779857858586692,0.36628312307358446,0.31865059765215753,22.18977624650682,265
TRIAP1,0.6465058151344582,-0.4361730860164656,0.6972790214992479,0.07180227599243581,5.821121450895265,265
GATC,1.9690845433127573,0.6775687359179247,0.5311474442700401,0.2362207835555335,16.413856055987942,265
SRSF9,3.3989518091679316,1.2234670926693496,0.27885181108542045,0.3712395698709794,31.119725208875348,265
CYP2W1,12.317858878993725,2.5110501507122733,0.028117937102644982,1.3093469307049614,115.88192846727961,265
CABP1,4.122482956447307,1.4164556411670992,0.19595305107560146,0.4817320640598362,35.27866835969547,265
ACADS,3.3329675635324634,1.203863067364795,0.36344500720823547,0.24848049278468173,44.706418017230966,265
UNCX,9.741276594607331,2.2763721762740325,0.08425811051392848,0.73504400627818,129.09767154367114,265
INTS1,0.018914928478028614,-3.967803802134607,0.0008221663473472417,0.0018500586517116535,0.19338550104772564,265
SPPL3,0.7490419472799422,-0.28896029265400924,0.7615143088425983,0.1158947547689058,4.841149540405768,265
PSMG3,7.471516897628453,2.011098043808003,0.0472962120574695,1.0242920808694278,54.49965473145509,265
TFEC,3.260137207872332,1.1817692827973247,0.3504332069884707,0.2728604007224497,38.95213298086731,265
MAD1L1,0.26514388558671514,-1.3274826358696212,0.1595364877005037,0.04170385313643108,1.6857262525368013,265
HNF1A,0.6656953750250653,-0.4069231079359431,0.6939016953161055,0.08773739097400876,5.05087201032728,265
MRM2,5.6900723565834825,1.7387229645043953,0.1294019454679437,0.6013967655592372,53.83621142865356,265
