gene,HR,coef,p_value,CI_lower,CI_upper,n_samples,covariates,gene_transform,q_value
TBR1,0.7772769381852953,-0.25195857231604335,0.4828524851418672,0.38454352150324994,1.5711080927145498,260,age+stage_num,log1p,0.5442984784707259
CREB3L3,0.6300648924622646,-0.4619324609927405,0.5393942412981372,0.14411718993436248,2.7545761119425696,260,age+stage_num,log1p,0.5972067544915909
ZC3H12B,0.11514697752520302,-2.1615459012127496,0.016429594211189204,0.019695944564503458,0.6731754544580212,260,age+stage_num,log1p,0.08094766162165955
KRI1,0.13884169246579078,-1.9744208980182603,0.02153726664585261,0.02578174840387481,0.7477000886358828,260,age+stage_num,log1p,0.08474949439644444
ANAPC13,0.8816047105264988,-0.1260114974415697,0.590795039714513,0.5569120393905481,1.3956007603517844,260,age+stage_num,log1p,0.6427733480371803
MGAT4D,0.2675507153819644,-1.3184461404030778,0.07534553890790453,0.0625659328095548,1.1441271964935689,260,age+stage_num,log1p,0.1445282876211122
ZC4H2,0.0837040158864242,-2.480468323110517,0.014611083524530935,0.01143122439036141,0.6129144207354018,260,age+stage_num,log1p,0.08094766162165955
EEF2K,0.38881620369132563,-0.944648531103463,0.15318899139509043,0.1063652205977757,1.4213108326510244,260,age+stage_num,log1p,0.2264554512873597
XKR6,0.19669347252002073,-1.626108739089354,0.054893271257282245,0.03739170776702558,1.0346765216779432,260,age+stage_num,log1p,0.12119952455895067
OMA1,0.04076822351611479,-3.199852336411215,0.0035789008750587827,0.00473503723004298,0.3510105555484319,260,age+stage_num,log1p,0.08094766162165955
C17orf50,0.1962944988827747,-1.6281392021230965,0.054623316423541575,0.03730758996622208,1.0328067378923618,260,age+stage_num,log1p,0.1208633892566704
SECISBP2L,0.43642556098530016,-0.8291374543615678,0.30383510839721384,0.08985310120291987,2.1197628989030877,260,age+stage_num,log1p,0.3752192124197466
FAM167A,0.08942812462899206,-2.4143200531112634,0.025420286727758007,0.010763660311371284,0.7429990582487711,260,age+stage_num,log1p,0.08758036539401548
EVA1A,0.6372533836672629,-0.45058792594438274,0.2574529308699661,0.2921622432740566,1.3899533028107602,260,age+stage_num,log1p,0.3307414400115557
EGLN3,0.8804155081615377,-0.12736131458090735,0.6939367402951312,0.4668723850062358,1.6602641147879962,260,age+stage_num,log1p,0.7338002781054979
DCBLD2,0.02281016433915663,-3.7805490380140023,0.03336644215102878,0.00070089744817567,0.7423391232677543,260,age+stage_num,log1p,0.09628064217861565
SHC4,0.5418285421336724,-0.6128056705162731,0.53663045820163,0.07757120240750995,3.7846283151371973,260,age+stage_num,log1p,0.5949655298981593
WNK4,0.20132928999105593,-1.6028134527429756,0.04058668805470582,0.0434158019916957,0.9336112924058314,260,age+stage_num,log1p,0.10519065795401984
NEIL2,0.4048187850075531,-0.9043157564345203,0.1156245083767966,0.13122985769714893,1.2487878259625045,260,age+stage_num,log1p,0.18776969853591152
DNAI4,0.13179447393972582,-2.0265115854124,0.037558009816323595,0.019518374926091497,0.8899195464182696,260,age+stage_num,log1p,0.10151796447783751
BRINP3,0.02927588550016369,-3.530991122298636,0.008445618390067314,0.0021150191123809185,0.4052339133965864,260,age+stage_num,log1p,0.08094766162165955
ARHGAP5,0.3381918131556158,-1.0841420499200098,0.26619071649896175,0.05002587576239645,2.2862908593287563,260,age+stage_num,log1p,0.3392369017476985
SECISBP2,0.12627326247147602,-2.0693069706001306,0.023814796299045475,0.020987849346277197,0.7597222827415891,260,age+stage_num,log1p,0.0862307865695045
NUBPL,0.2582932839217049,-1.3536595802957865,0.06851389710840583,0.060197159452366665,1.1082818712043985,260,age+stage_num,log1p,0.13658198451231596
GPR33,0.053431203714611054,-2.9293603644507478,0.013202985344880588,0.005268047785508842,0.5419262783161168,260,age+stage_num,log1p,0.08094766162165955
EIF2S3,0.15053671212823394,-1.8935482901334966,0.04750604122295454,0.023138203911377976,0.9793889700848957,260,age+stage_num,log1p,0.11253783516770509
AP2B1,0.14578368821057208,-1.925631343508813,0.023577545763291456,0.02752370107201513,0.7721666389512664,260,age+stage_num,log1p,0.08617812309317323
MITF,0.26745044044528693,-1.3188209991739777,0.0873955157985678,0.05895128034893395,1.2133703911262292,260,age+stage_num,log1p,0.15773082021265453
ZC3H12C,0.07467055401530455,-2.5946694544454507,0.016564146601307457,0.008942557863486265,0.6235007614229547,260,age+stage_num,log1p,0.08094766162165955
KCNE3,0.041396153747386276,-3.1845673071192784,0.005072220057812474,0.004463573482527044,0.3839169561754516,260,age+stage_num,log1p,0.08094766162165955
TANC1,0.08146980194275547,-2.5075228557076445,0.011578864231479538,0.011630408635204441,0.5706874828543058,260,age+stage_num,log1p,0.08094766162165955
C9orf85,0.0661139982219341,-2.7163747811423815,0.018869108706206977,0.006848457015092561,0.6382548289719873,260,age+stage_num,log1p,0.08189719590321577
PLEKHH3,0.07963491377569706,-2.530302667022784,0.008001385459434589,0.012273435270569925,0.5167028914283937,260,age+stage_num,log1p,0.08094766162165955
CCDC186,0.06853335553275242,-2.6804347101478045,0.01054289931245176,0.00878583371802816,0.5345902245954149,260,age+stage_num,log1p,0.08094766162165955
NLRP2,0.07613135870864197,-2.575295026606121,0.006150707514583256,0.012062098416332247,0.480512061730161,260,age+stage_num,log1p,0.08094766162165955
PPP1R32,0.24667897458538365,-1.399667485729072,0.02261331847984648,0.07405713465767114,0.8216698739936085,260,age+stage_num,log1p,0.08564303849745804
UBD,0.3963972175955457,-0.9253384957347286,0.14380068592634584,0.1146311455205811,1.3707509717703974,260,age+stage_num,log1p,0.21667533121236443
NKX6-1,0.11991039941451649,-2.1210104866438244,0.022849134915926498,0.019301970918741255,0.7449241296798382,260,age+stage_num,log1p,0.08582275136548785
ANO4,0.2794303914955367,-1.2750020639318163,0.10890907038400706,0.05878813614941267,1.3281819905448564,260,age+stage_num,log1p,0.18070818380541653
TUBG1,0.8187319154260342,-0.19999858030589068,0.6109945004148034,0.37884059474975657,1.76940369809092,260,age+stage_num,log1p,0.6604419333101451
ARL6IP5,0.8007742478688957,-0.22217620950408043,0.4889047213110911,0.4268158387687187,1.5023795693708264,260,age+stage_num,log1p,0.5501233955879714
CHRNB4,0.7136944571265388,-0.3373003394265605,0.3592829592822351,0.3469949886721131,1.4679168136761065,260,age+stage_num,log1p,0.4294102440993596
LARS2,0.2056544385530481,-1.5815580014943738,0.08394127440993493,0.03421298703945257,1.2361898728046918,260,age+stage_num,log1p,0.15396856815000623
EPN1,0.29512584748609344,-1.2203534119631552,0.0778280028859895,0.07602332685800758,1.145691322047302,260,age+stage_num,log1p,0.1475584408342945
SPPL2B,0.09590483764437699,-2.3443988536895706,0.021368650534307223,0.013023804025594088,0.7062251447825167,260,age+stage_num,log1p,0.0846106025304917
XRRA1,0.3317864308161614,-1.103263797733649,0.14504151266391246,0.07523763340153075,1.4631273034099417,260,age+stage_num,log1p,0.21777722787400713
LEPROT,0.30670783428541665,-1.181859664381789,0.09391677594851403,0.07694126033826126,1.2226170353655066,260,age+stage_num,log1p,0.1649050082837006
LSM7,0.1354248400012938,-1.9993384788950748,0.034484058188981696,0.021222883890246784,0.8641562279763652,260,age+stage_num,log1p,0.09729064630441861
RIMS4,0.8039850305267154,-0.21817462872436802,0.4703913413165338,0.44460562704547174,1.4538545848069855,260,age+stage_num,log1p,0.5325780111909133
SPCS2,0.6153214178327007,-0.4856105170771597,0.38454499982571755,0.20593956966106247,1.8385026630228596,260,age+stage_num,log1p,0.4534766306791118
CCDC106,0.4615585597654641,-0.7731463430230826,0.2143324336715783,0.1362203732034063,1.5639092676295965,260,age+stage_num,log1p,0.2876483853720122
PDK3,0.1680224619079405,-1.7836576066831924,0.018796944195472377,0.037946732577697734,0.7439783556542025,260,age+stage_num,log1p,0.08179736741118061
ABRAXAS1,0.48658863517152995,-0.7203362044921235,0.20856731904863393,0.15833327802488317,1.495380521591187,260,age+stage_num,log1p,0.282195951874444
SCAI,1.2917486177932702,0.2559968181580857,0.5569125262156837,0.5498372423912993,3.034742580029404,260,age+stage_num,log1p,0.6128322971318614
LCAT,0.8188898866683774,-0.1998056526804388,0.5923120745352517,0.39411100861759224,1.7015019419018955,260,age+stage_num,log1p,0.6441164223120488
KCNK15,0.5652041013116038,-0.570568371808135,0.2769473482597938,0.20206504465746603,1.5809546707150086,260,age+stage_num,log1p,0.34950485258784114
NEU3,0.906956567932284,-0.09766071542447606,0.7160980202481722,0.53580705381834,1.5351985574911668,260,age+stage_num,log1p,0.7535641011721359
EOGT,0.2808664967915886,-1.2698758229301448,0.19466033753357906,0.04121403570765088,1.9140564049478714,260,age+stage_num,log1p,0.2683840157708428
PCYT1B,0.6393496190610756,-0.4473038395473386,0.29727934594329664,0.275701753247577,1.4826453969861904,260,age+stage_num,log1p,0.3689220229077641
TUT7,0.27848828032957174,-1.2783793019021423,0.05765886860346551,0.07440014925477438,1.0424135308565285,260,age+stage_num,log1p,0.12449825197590851
ABI3BP,1.0092361334828288,0.009193741229059173,0.9737455227003455,0.5837254178871788,1.7449258536900556,260,age+stage_num,log1p,0.977390100834627
AMH,0.41570011653172223,-0.8777911523970937,0.2012099610840409,0.10818963742270343,1.5972563639281063,260,age+stage_num,log1p,0.27459076409363675
HELQ,0.08427526899720493,-2.473666825969095,0.04428240932248289,0.007566178259249713,0.9386933166514558,260,age+stage_num,log1p,0.10911735891965824
PKIG,0.21210090791508227,-1.5506931368215,0.06932112228865431,0.03979467979079419,1.1304726002295693,260,age+stage_num,log1p,0.13744635974803204
IMPG2,0.08770532172874554,-2.4337727003874887,0.02593749443214776,0.010300376295291958,0.7467905287167697,260,age+stage_num,log1p,0.08812980517695511
HPSE,0.5377889337362726,-0.6202891122719241,0.2284910633096735,0.1959629280436158,1.4758757696497857,260,age+stage_num,log1p,0.3017789869672942
RAVER2,0.342176874793603,-1.0724274978507835,0.10153401071794886,0.09479181135187878,1.2351806761966304,260,age+stage_num,log1p,0.1732602201608717
ARX,0.7495601886849338,-0.28826865954711184,0.46096692464969125,0.34832506332582697,1.6129774616184938,260,age+stage_num,log1p,0.5240332996786491
ADRB1,0.3308375006622744,-1.1061279587079607,0.07652591547185247,0.09728270114793433,1.1251070391026503,260,age+stage_num,log1p,0.14605706752840167
VPS13C,1.0463770785317625,0.04533379640802068,0.8991855179032082,0.5189211833596458,2.1099639513421575,260,age+stage_num,log1p,0.9130715218919132
WDR38,0.089527105625116,-2.4132138434064454,0.018050952321102903,0.012112745527079645,0.6617081671279109,260,age+stage_num,log1p,0.08163475537916481
SGCG,0.07518647525132445,-2.587783914582686,0.045452016331358674,0.00595693691009744,0.9489786690766813,260,age+stage_num,log1p,0.11042430347672526
COPS4,0.6513636699133001,-0.4286871600114257,0.3711875845516539,0.2545502315617651,1.6667619113124823,260,age+stage_num,log1p,0.4407651149429563
KLHL35,0.08521146926477367,-2.46261923842303,0.011856698574383272,0.012516477869409619,0.5801148350213923,260,age+stage_num,log1p,0.08094766162165955
MID1,0.08412046488207987,-2.4755054017473133,0.00807547157821611,0.013471575334697094,0.5252728382664937,260,age+stage_num,log1p,0.08094766162165955
ROR1,0.3449336732829322,-1.0644031317872575,0.10960973170094854,0.09363847137698196,1.2706234650654908,260,age+stage_num,log1p,0.18144908018323327
GNPTAB,0.1385208743239425,-1.9767342475710519,0.04071069198727467,0.020860134971007544,0.9198422086020995,260,age+stage_num,log1p,0.10537474154238374
GDPD5,0.1819729962638085,-1.7038969750904585,0.07422876648054459,0.028026691772818833,1.181522658387503,260,age+stage_num,log1p,0.14321157274007737
SEC31A,0.32305176935572977,-1.1299426919592832,0.05868958346568385,0.10011892571747436,1.042384793244467,260,age+stage_num,log1p,0.1256812827562104
FBXO33,0.25113714327980907,-1.3817561014967301,0.05262610699959085,0.06208883219622502,1.0158004669087328,260,age+stage_num,log1p,0.11872918780479352
LZTS2,0.46098755307709727,-0.7743842361827514,0.2492821770938281,0.12346710552602197,1.7211833320837102,260,age+stage_num,log1p,0.32281097807863063
NUP37,0.8250370028688359,-0.19232704169104992,0.6215663926672017,0.3844423335578928,1.77058038796939,260,age+stage_num,log1p,0.6700160429152993
UVRAG,0.28965415898913627,-1.2390676228713084,0.09741665228430267,0.06692149510107327,1.253700798121563,260,age+stage_num,log1p,0.16862591926313564
KCNH4,0.06779657564785953,-2.6912435919800304,0.01528567151265703,0.007704806511387211,0.5965595194094483,260,age+stage_num,log1p,0.08094766162165955
PDZRN3,0.6149594056923774,-0.4861990203584417,0.2859651903459026,0.25175927810115767,1.5021296275626042,260,age+stage_num,log1p,0.35819634658493543
PARPBP,0.15878169291297625,-1.8402250207381272,0.025048207933382024,0.03174820278772571,0.7941119115585924,260,age+stage_num,log1p,0.08706082335574739
RMI1,0.11656651773600847,-2.1492932012253547,0.025411727162605223,0.01770292972888595,0.767542619509356,260,age+stage_num,log1p,0.08758036539401548
HACD2,0.06406452657109872,-2.7478644758691977,0.015098273825275427,0.006983561528183326,0.587703501747006,260,age+stage_num,log1p,0.08094766162165955
SHQ1,0.11625609845299516,-2.151959776079928,0.04293415707773831,0.014472936011131579,0.9338451035171667,260,age+stage_num,log1p,0.10743155632645215
PMCH,0.8097939676251005,-0.21097542462755356,0.6021620949011899,0.3663367775151262,1.7900639800625133,260,age+stage_num,log1p,0.6528036597941959
DENND1A,0.6261440315004371,-0.46817485207783566,0.6599459237718136,0.0777932675479018,5.039720795147325,260,age+stage_num,log1p,0.7043371361238466
KLF16,0.5695283609336967,-0.5629466976268808,0.25188127352377776,0.21742316591149366,1.4918490978089298,260,age+stage_num,log1p,0.325090136641003
OSER1,0.1372375680518039,-1.9860417815525404,0.025029437892491017,0.024159896027688275,0.7795625470899692,260,age+stage_num,log1p,0.08703748601453254
EMSY,0.7726397004781339,-0.25794244451729575,0.6591332662866329,0.24560124456090948,2.4306558699334713,260,age+stage_num,log1p,0.7036345366064845
CRB2,0.12706340723980356,-2.0630690475123936,0.01717686332040125,0.023284479106998022,0.6933850392442683,260,age+stage_num,log1p,0.08107525988499571
KANK4,0.059208809151882646,-2.8266849449210203,0.007868025716431193,0.007363026044579117,0.476119880597876,260,age+stage_num,log1p,0.08094766162165955
TMEM98,0.1665768890088894,-1.7922982803073406,0.023126944662207535,0.03547602910668764,0.7821579993756705,260,age+stage_num,log1p,0.08587694285159618
FAM170A,0.8195968540057708,-0.19894270107550255,0.40556663026316087,0.5128588702124184,1.309793087556295,260,age+stage_num,log1p,0.4725802252663465
MAGEB2,0.27710967101871137,-1.2833419268968491,0.10176304099246047,0.05957793217845309,1.2888961896510767,260,age+stage_num,log1p,0.17358607029856346
PTPRH,0.7987693629798233,-0.22468303198193276,0.4693848613053534,0.43458369793037266,1.4681464083298768,260,age+stage_num,log1p,0.5317025631997117
HAUS8,0.10269169853303949,-2.2760239975149226,0.014272757511758655,0.01662963874891358,0.6341439586767698,260,age+stage_num,log1p,0.08094766162165955
THYN1,0.5918409173728277,-0.524517400864003,0.25829223257256895,0.2383699075336075,1.469462631004819,260,age+stage_num,log1p,0.3314832385118286
CCR3,0.14019366535147945,-1.9647304883447991,0.036016016486496015,0.022341919829548466,0.8797034433311647,260,age+stage_num,log1p,0.09948062777503443
FOXA1,0.757542032625215,-0.2776762545239039,0.5837619510358592,0.28055329747683716,2.0454934458267124,260,age+stage_num,log1p,0.6363870719207273
FIGNL1,0.08438227741326448,-2.472397882684956,0.023919575405279052,0.00987189576366393,0.7212767346731408,260,age+stage_num,log1p,0.08631874216833815
PRDM8,0.06906365052623735,-2.6727267282053915,0.007005307272164977,0.009898769554588741,0.4818566386161729,260,age+stage_num,log1p,0.08094766162165955
TNNI3,0.22874302661512028,-1.4751560600338192,0.05221743464102748,0.051587996419303235,1.014254785159038,260,age+stage_num,log1p,0.11811070501078413
STAB2,0.135590267097649,-1.9981176826179132,0.02484374322240999,0.023672075592147748,0.7766416789286604,260,age+stage_num,log1p,0.08702938170050831
RCBTB1,0.10810530031348593,-2.2246495239618698,0.022567923313857333,0.015979162304748825,0.7313747575112753,260,age+stage_num,log1p,0.08564303849745804
SLC25A21,0.1805957202774207,-1.7114943355257688,0.03540513809173297,0.0366605255551085,0.8896439341409177,260,age+stage_num,log1p,0.09846199139500443
GALM,0.4635740612418598,-0.7687891198112201,0.14848460847918463,0.16338837571046005,1.3152766181915947,260,age+stage_num,log1p,0.22138091609958638
TAB3,0.11400574699039498,-2.1715064196618465,0.020505960468992668,0.01816190591764347,0.7156358151933633,260,age+stage_num,log1p,0.08423597088260222
MBD3,0.2629907863321501,-1.335636280375645,0.1138111742811184,0.05023130449674804,1.3769133489272674,260,age+stage_num,log1p,0.1859308106244944
PLK5,0.23041873635458782,-1.4678570324833187,0.07883188605236373,0.04483316344479767,1.1842303773325595,260,age+stage_num,log1p,0.14849818969751616
TGFBI,0.20107676407923977,-1.6040685329904554,0.042881640866421496,0.042564849006776886,0.9498886051760915,260,age+stage_num,log1p,0.10739804663380427
TSTD2,0.25247771432173943,-1.3764322942737985,0.06547551185826368,0.05836639386075821,1.0921523844903473,260,age+stage_num,log1p,0.1333594304818276
CDCP1,0.36726942237813714,-1.0016595793411676,0.09613327745123716,0.11286630815959184,1.1951026910815743,260,age+stage_num,log1p,0.16719415509925872
COX18,0.04747635951467107,-3.047523386260499,0.008484397622847993,0.004908551840782686,0.4591995329536725,260,age+stage_num,log1p,0.08094766162165955
SLC12A8,0.10086480605889085,-2.293974212676724,0.0153878147735759,0.0157726653830079,0.6450215517954203,260,age+stage_num,log1p,0.08094766162165955
NTNG2,0.07028804509766504,-2.655153550136339,0.00996959008852251,0.009328786960890317,0.5295875341953237,260,age+stage_num,log1p,0.08094766162165955
TDRD7,0.2015177339172693,-1.6018778919530254,0.04344747620082745,0.042569299883077526,0.9539597126260163,260,age+stage_num,log1p,0.1081032281337558
GNPTG,0.15998247148958253,-1.8326910229398083,0.03920090458626172,0.028025722331812615,0.9132464412830612,260,age+stage_num,log1p,0.10342522063195933
PRDM4,0.6991751345321234,-0.3578540180132786,0.338230886619619,0.33613603306883794,1.4543096266263762,260,age+stage_num,log1p,0.40923423887973537
EIF1,0.6336796741489227,-0.4562116980464782,0.3440287063182357,0.24630709933117734,1.6302815896084768,260,age+stage_num,log1p,0.4147814365580491
CCDC180,0.7034155330967087,-0.35180747630761827,0.5346487468786357,0.23170385186482664,2.1354561360092696,260,age+stage_num,log1p,0.5930087512009651
GC,0.09928110841894651,-2.309799973573708,0.011084484643683114,0.01670385612827059,0.5900876069096699,260,age+stage_num,log1p,0.08094766162165955
LENG8,0.15522074532105748,-1.862907011860048,0.039242042433306756,0.026411934573961713,0.9122194252963666,260,age+stage_num,log1p,0.10342522063195933
CAPN5,0.11656057610483243,-2.149344174547069,0.025646767940114824,0.01764799303901353,0.7698534259309677,260,age+stage_num,log1p,0.08782669599261557
IGFBPL1,0.1537284924965031,-1.8725672682821028,0.0897078953285441,0.017678963780108355,1.3367553494191597,260,age+stage_num,log1p,0.16038364502071867
KRT17,0.050089363062829385,-2.9939466075483323,0.03315055081078456,0.0031873702266603946,0.7871518253681855,260,age+stage_num,log1p,0.09591721867984582
MPV17L2,0.4703062907249107,-0.7543711141373675,0.25102192063854223,0.12971142035727723,1.7052315554496573,260,age+stage_num,log1p,0.32434830501401435
ALDH1B1,0.4205709178247148,-0.8661421626007647,0.08134690627311705,0.1587948905896229,1.1138890946877982,260,age+stage_num,log1p,0.15109593793162235
PCDH17,0.23849764693830489,-1.4333958347891833,0.051470916991477024,0.05636306254326479,1.0091915703027288,260,age+stage_num,log1p,0.11714204748885923
ANKRD11,0.7740202646473732,-0.2561572240201926,0.557168152482141,0.3291056668909048,1.8204103738006665,260,age+stage_num,log1p,0.6129163372877217
UTP6,0.6107079852774183,-0.4931363632246173,0.5858555320025851,0.10361555866847882,3.59950038463735,260,age+stage_num,log1p,0.6382405900940132
IQCG,0.2850597112609409,-1.2550566074620273,0.09158603920136792,0.06633026208918909,1.2250673587706973,260,age+stage_num,log1p,0.16236207055152202
KCNH8,0.663552986370153,-0.4101465695134929,0.2868097612358712,0.3119685781345256,1.4113683126474466,260,age+stage_num,log1p,0.35905694319661424
GDPD4,0.4700526606173287,-0.7549105466878212,0.1279261692404434,0.17784561224474166,1.2423669100667531,260,age+stage_num,log1p,0.20014255510198403
CHRNA5,0.2558712653326501,-1.3630808307783295,0.21452916775955394,0.029733151081838813,2.201922838340566,260,age+stage_num,log1p,0.28783069607773853
FAM174C,0.42133080746375284,-0.8643369879050383,0.2754333886011525,0.08913316977074814,1.9916227569898075,260,age+stage_num,log1p,0.3481610402863182
PRPF39,0.3219089239742801,-1.1334866182462358,0.11081307400109819,0.07992004240650614,1.2966128672354522,260,age+stage_num,log1p,0.18262325739402577
TRMT10B,0.5011478285547041,-0.6908541544455136,0.25715635655379154,0.1517061907255911,1.6554970160669198,260,age+stage_num,log1p,0.33052603031540334
KY,0.12117120656936481,-2.1105508031307374,0.040021613065808224,0.01616443738619027,0.9083187339399336,260,age+stage_num,log1p,0.10434151770893235
TOGARAM1,0.32235820162461093,-1.1320919243209793,0.039283744444196245,0.10985654986428621,0.9459136508749529,260,age+stage_num,log1p,0.1034557129177001
FRMPD1,0.021052121240751204,-3.8607539523987326,0.004346548825342092,0.0014823938745275106,0.2989703454330236,260,age+stage_num,log1p,0.08094766162165955
RIC8B,0.23840219908636703,-1.43379611947792,0.08107795934472226,0.04760997682204918,1.1937751774517569,260,age+stage_num,log1p,0.15097389379955972
MIDN,0.2283024664002192,-1.4770839221748295,0.05077124459545783,0.051864276287069425,1.0049695068707252,260,age+stage_num,log1p,0.11652026489707165
RSF1,0.0401085296233538,-3.21616625847711,0.004582407672456528,0.004341050302456438,0.370577172910701,260,age+stage_num,log1p,0.08094766162165955
RUBCN,0.8964908031822162,-0.10926724457047689,0.7758639567968633,0.42254362404330886,1.9020420956770128,260,age+stage_num,log1p,0.8063443265281686
CNOT3,0.3774654487331071,-0.9742762410166822,0.1229817061493328,0.10944540277584307,1.3018378239157462,260,age+stage_num,log1p,0.1952659385888582
GRHPR,0.4676536208798625,-0.7600273834182779,0.26124250105340574,0.12418839031219277,1.7610334474282519,260,age+stage_num,log1p,0.33443732720992714
MUC20,0.2575101957448494,-1.3566959645365837,0.07867527395244887,0.056762030016276756,1.1682369515948523,260,age+stage_num,log1p,0.14832161444346084
AAMDC,0.7886911388866958,-0.23738049372854333,0.6048798038821535,0.32090533565159063,1.9383713620571896,260,age+stage_num,log1p,0.6550749131123773
ZCCHC7,0.47830290452592567,-0.7375110557115107,0.4706738074995369,0.06448686080998216,3.54760125713119,260,age+stage_num,log1p,0.5328537095580802
LRFN5,0.05384972387132238,-2.9215580031306323,0.006438556092596693,0.006583230878152861,0.440481704908897,260,age+stage_num,log1p,0.08094766162165955
GTF3C4,0.07575183466066243,-2.580292614943218,0.01697692946815998,0.009106331710303377,0.6301484106892005,260,age+stage_num,log1p,0.08099497586418307
ZSWIM4,0.22026503147204846,-1.5129237691754147,0.04655761910145648,0.049648566450694695,0.9772021139334155,260,age+stage_num,log1p,0.1114557677519056
SBNO2,0.09779708181593444,-2.3248605406694147,0.009243863774319785,0.016984362107613938,0.5631220737707303,260,age+stage_num,log1p,0.08094766162165955
KCNC2,0.33695669965468905,-1.0878008445565692,0.060207271920968364,0.10835860174414313,1.047815453638568,260,age+stage_num,log1p,0.12729770329899012
MELK,0.6501128316427958,-0.43060934401419626,0.49068329294643875,0.1910639767265312,2.2120689682469346,260,age+stage_num,log1p,0.5515801263769576
THRSP,0.39094367712271183,-0.9391917776522305,0.27007980543092536,0.07366246402365123,2.074828214179136,260,age+stage_num,log1p,0.34301063226657685
ISG15,0.5093361126017596,-0.6746471412598212,0.4188239850268336,0.09924142478453851,2.614062385374878,260,age+stage_num,log1p,0.48517566516300337
CAPS2,0.1490006320266916,-1.9038047312557977,0.011771393476443986,0.03387266872498137,0.6554307404772036,260,age+stage_num,log1p,0.08094766162165955
RNF38,0.06307920851628285,-2.763364064266543,0.013085050119969655,0.00711179750401638,0.5594909788690638,260,age+stage_num,log1p,0.08094766162165955
ARHGAP45,0.6998810579680474,-0.3568448755647969,0.5261486004684155,0.2321932963863032,2.10959361413919,260,age+stage_num,log1p,0.5854799779193327
ALG8,0.03582961857679397,-3.328980393080743,0.0033731305105033265,0.0038692934602154237,0.33178190813344666,260,age+stage_num,log1p,0.08094766162165955
USP35,0.9104992335291708,-0.0937622216279305,0.9217361441770748,0.14026001232752458,5.910514625660867,260,age+stage_num,log1p,0.9322328805671709
ABCA7,0.20202434704725195,-1.5993670589071907,0.05126931764733425,0.04045557418851956,1.0088557045236701,260,age+stage_num,log1p,0.11698539497207049
PRKX,0.9257327339799253,-0.0771697102076855,0.7971849531231903,0.5139091033166872,1.6675732911348098,260,age+stage_num,log1p,0.8251484714390807
GRIN3B,0.9292160207018451,-0.07341403684208508,0.8116773192178913,0.5079753117998358,1.6997723965553768,260,age+stage_num,log1p,0.8375879722949789
BBS10,0.09535958177533296,-2.3501004614199648,0.01667495914461463,0.013921973680087083,0.6531724628507941,260,age+stage_num,log1p,0.08094766162165955
TMEM161B,0.0327072089854597,-3.420159767105344,0.004230041815331215,0.003139751787135647,0.34071531514103054,260,age+stage_num,log1p,0.08094766162165955
FBXO45,0.1859816110174249,-1.6821074756541667,0.08012662498601081,0.028266297602331215,1.2236890774752212,260,age+stage_num,log1p,0.1498775206917401
XYLB,0.3988978955450466,-0.9190497957301006,0.1246320640595534,0.12343189854127651,1.2891281180209366,260,age+stage_num,log1p,0.19668227132545016
DYNC1LI2,0.1519965904860493,-1.8838971894002732,0.02829223639279091,0.028227930533141946,0.8184434027942277,260,age+stage_num,log1p,0.09048647631902132
KISS1R,0.15210976708213506,-1.8831528669058937,0.043484089471279117,0.024447809659912705,0.9463989438579421,260,age+stage_num,log1p,0.1081032281337558
KRT20,0.22912180072825478,-1.473501535917003,0.07440512493658923,0.04540025078967701,1.1563107836596946,260,age+stage_num,log1p,0.1433698075172909
ACTA2,0.5670624361347754,-0.5672858646769617,0.31446915224369054,0.18775136091125086,1.7126896173450692,260,age+stage_num,log1p,0.385774024148978
CEP19,0.1356667333534329,-1.997553890659127,0.028318411257034562,0.02275511760441755,0.8088493700080166,260,age+stage_num,log1p,0.09051886191520442
ZDHHC17,0.238742255854503,-1.4323707363588685,0.04136617614057869,0.06028619563468361,0.945454662222958,260,age+stage_num,log1p,0.1059683819207145
TWIST1,0.6570501959262575,-0.41999486170174616,0.6233747642477889,0.12291373925946848,3.512340952018321,260,age+stage_num,log1p,0.6715948523526593
MLC1,0.25369914545976385,-1.3716061806925308,0.09447389025655226,0.050833769615073306,1.2661515542598936,260,age+stage_num,log1p,0.16550780031239468
PLEKHS1,0.1310811442601812,-2.031938725710061,0.05757860678165298,0.01609530154667578,1.0675330518493547,260,age+stage_num,log1p,0.12445628129292144
TK2,0.04541979005261571,-3.0918073646708524,0.01671504474405374,0.0036094088642237457,0.5715499146886912,260,age+stage_num,log1p,0.08094766162165955
PIM3,0.043231814040415296,-3.141178618647369,0.00443088021416137,0.004968564595571931,0.3761629157223244,260,age+stage_num,log1p,0.08094766162165955
PPP1R26,0.04799508901961589,-3.036656585399821,0.013312147845861317,0.004334711483694832,0.5314145079010809,260,age+stage_num,log1p,0.08094766162165955
KRT25,0.20776309798500273,-1.5713568003747302,0.11793397367944511,0.02897957006362761,1.4895150200486607,260,age+stage_num,log1p,0.19023268758270678
PLPPR3,0.384979702781478,-0.9545646661322126,0.24748303569793173,0.07635796447970022,1.9409811741788452,260,age+stage_num,log1p,0.32092779740595545
LYSMD3,0.18180329666295317,-1.7048299639435796,0.10992856580607804,0.022479549625767946,1.4703336689463862,260,age+stage_num,log1p,0.18171295558734946
