gene,HR,coef,p_value,CI_lower,CI_upper,n_samples,covariates,gene_transform,q_value
SRSF1,0.6138970755263962,-0.4879279943222156,0.3383612610675014,0.2260966452384089,1.666851885141725,260,age+stage_num,log1p,0.40935576891819697
ABI3,0.5914967001518846,-0.5250991743588266,0.18465030395225634,0.27228255684675523,1.2849458677864545,260,age+stage_num,log1p,0.2587102349928167
SHROOM1,0.858826564625217,-0.1521882811955205,0.8637508248433647,0.15100804422242786,4.884395873768992,260,age+stage_num,log1p,0.88279181223903
KIF3A,0.30151896561478175,-1.1989223605983184,0.1304302875626352,0.06375970210127127,1.425880040672199,260,age+stage_num,log1p,0.20279068332219677
SEPTIN8,0.32183552889797923,-1.1337146437501184,0.16930405382532376,0.06390242227099102,1.6208792089570299,260,age+stage_num,log1p,0.24346246915875863
MTMR4,0.13706868896355925,-1.9872730995065617,0.029574150329467815,0.022880849100396082,0.8211157466994408,260,age+stage_num,log1p,0.09192855774002985
MRM1,0.5601643882999517,-0.5795249877948424,0.13489480760235295,0.26204176699277293,1.1974585025909752,260,age+stage_num,log1p,0.20731613434287205
MAPT,0.12178628605112908,-2.1054875240428186,0.01570065776905671,0.022066573650607553,0.6721432926094111,260,age+stage_num,log1p,0.08094766162165955
KANSL1,0.1436604099830538,-1.9403030284967735,0.033470960817682235,0.024022938699492007,0.8591086067640648,260,age+stage_num,log1p,0.09628100109932819
GID4,0.043197202724058276,-3.1419795375864683,0.0037056638996822264,0.005175162401044627,0.3605680708313093,260,age+stage_num,log1p,0.08094766162165955
MYO1B,0.057084587449458976,-2.8632211208317178,0.006432674227276376,0.007279456849314008,0.44765017387004813,260,age+stage_num,log1p,0.08094766162165955
DHX40,0.3177610348026123,-1.14645564157659,0.22011013733773888,0.050848579469311456,1.9857403351801888,260,age+stage_num,log1p,0.2935302601763119
YPEL2,0.13839555018003918,-1.9776393881937802,0.02359517057482613,0.0249730661942132,0.7669594178256728,260,age+stage_num,log1p,0.08617812309317323
AKAP1,0.08535952467503764,-2.4608832404783976,0.013597621659879855,0.01208951999947378,0.6026912940352888,260,age+stage_num,log1p,0.08094766162165955
NOL11,0.1134123457213933,-2.176725024818907,0.01947833887719296,0.018263337773528822,0.7042721501144086,260,age+stage_num,log1p,0.08269635073464172
DERL2,0.08933739030384619,-2.415335174321543,0.013044384449121581,0.013270267315694412,0.6014324441575204,260,age+stage_num,log1p,0.08094766162165955
C1QBP,0.48670525880312054,-0.7200965571813355,0.20828114231680933,0.15854223913810456,1.4941255417760746,260,age+stage_num,log1p,0.28191200399548666
SLC13A3,0.7616187043911377,-0.27230923646945404,0.38868973456655653,0.410051479952722,1.4146103092843736,260,age+stage_num,log1p,0.45726040767820353
KCNAB3,0.12665429076094578,-2.0662940242220618,0.018364132410887593,0.022739495333456015,0.7054382312767095,260,age+stage_num,log1p,0.0817405251968165
CHD3,0.015499003395955781,-4.16697955415919,0.006748064867838134,0.0007603270067387856,0.3159418304739729,260,age+stage_num,log1p,0.08094766162165955
KDM6B,0.02847462963734691,-3.5587417763235774,0.015138161303759268,0.0016120814935128725,0.5029550529838652,260,age+stage_num,log1p,0.08094766162165955
C17orf64,0.1751727295667956,-1.7419827657526152,0.03336391755704356,0.03520190551284241,0.8716995496930411,260,age+stage_num,log1p,0.09628064217861565
APPBP2,0.035705795266428766,-3.332442270978058,0.01165363055679772,0.0026804683721992784,0.4756272556061127,260,age+stage_num,log1p,0.08094766162165955
WNT9B,0.6882408332111738,-0.37361645402934096,0.32697846583271095,0.3260614674890548,1.4527182501719897,260,age+stage_num,log1p,0.3977307432580921
TRPV2,0.7094280002948515,-0.3432962670312895,0.23339753655469436,0.40335793002546755,1.247745612861943,260,age+stage_num,log1p,0.3066158973641874
CENPV,0.8129171435573087,-0.207126089071611,0.7807477588446216,0.18907637694591833,3.4950652903529726,260,age+stage_num,log1p,0.8106807696415038
PCGF2,0.7210500149080665,-0.32704677529856174,0.40050960558063897,0.3363859458991998,1.5455851540085392,260,age+stage_num,log1p,0.46798546565795807
CWC25,0.6631284865688325,-0.41078651184247883,0.38646949061900404,0.26172691432063555,1.6801458529418019,260,age+stage_num,log1p,0.4553862534545194
C17orf98,0.5765680893477527,-0.5506618380984943,0.20665158015551466,0.24529000968767478,1.355256017468461,260,age+stage_num,log1p,0.28008856028014806
PIP4K2B,0.4206566295176594,-0.8659383849343961,0.2002615739297362,0.1117996270567353,1.582760198899045,260,age+stage_num,log1p,0.27367881161440866
TRIM37,0.2910621928365746,-1.2342183135578575,0.13107590321317392,0.05863897894398518,1.444725021214325,260,age+stage_num,log1p,0.20355684435637328
YBX2,0.3807556228979648,-0.9655975193632786,0.3343974135208424,0.0536015593164926,2.7046758754238325,260,age+stage_num,log1p,0.40549281183833336
CTDNEP1,0.24005483073605027,-1.4268879203332678,0.1403023040943807,0.03603191307764307,1.5993134096304606,260,age+stage_num,log1p,0.21304703154200563
ELP5,0.09197011542947192,-2.386291586990881,0.06987954755030926,0.006967776438561199,1.2139456836328997,260,age+stage_num,log1p,0.1381138532205135
SLC2A4,0.0751489258512186,-2.588283456282263,0.011496991271746509,0.010096102841036346,0.5593604924107785,260,age+stage_num,log1p,0.08094766162165955
GABARAP,0.3481710100317233,-1.0550615117719646,0.12110083650384361,0.09171829479011002,1.3216889008231087,260,age+stage_num,log1p,0.1934020355964095
CLDN7,0.3008966441831207,-1.2009884480067972,0.07047432776718664,0.08189565710744912,1.1055383603781876,260,age+stage_num,log1p,0.1387472838450859
PHF23,0.18635550307809648,-1.6800991226203645,0.05246016206118427,0.034113337589046194,1.0180291927413672,260,age+stage_num,log1p,0.11843803838078859
ACADVL,0.09670265505874874,-2.3361144202426414,0.01818256487475118,0.01391625166837803,0.6719771759130075,260,age+stage_num,log1p,0.08163475537916481
DNAH11,0.17131921654593665,-1.764226699290388,0.03807771023000043,0.03234046701573973,0.9075402016807336,260,age+stage_num,log1p,0.1022156708176086
ATOX1,0.6886879618262014,-0.37296699614545403,0.3764113023501099,0.30137538425043686,1.5737553016944514,260,age+stage_num,log1p,0.4457296434841951
GLRA2,0.024051964343096734,-3.72753860829815,0.012297872978261537,0.0012994511813114,0.4451856268873293,260,age+stage_num,log1p,0.08094766162165955
MIEF2,0.3768695786867514,-0.9758560965149267,0.356089017508899,0.04743423885183389,2.9942649608688385,260,age+stage_num,log1p,0.4265576865974058
TBX3,0.5241681918766744,-0.6459426692992656,0.09304181260192215,0.24666518529128256,1.1138673382334523,260,age+stage_num,log1p,0.16411308627243865
MMP7,0.9327545591740464,-0.06961317900855242,0.9289367979791483,0.20199738276269422,4.307140299347735,260,age+stage_num,log1p,0.938405243072665
DUSP14,0.39883220926590196,-0.9192144786946697,0.06627802990116877,0.1495379400218849,1.0637242369705022,260,age+stage_num,log1p,0.13430563449750277
TADA2A,0.7277181905946591,-0.3178414065598312,0.3561172200365462,0.3704921982044395,1.4293789922943074,260,age+stage_num,log1p,0.4265576865974058
IKZF1,0.2635072266521334,-1.3336744857520009,0.26111639098476364,0.025738677317126774,2.6977321966616903,260,age+stage_num,log1p,0.33435903749635915
PNPO,0.1338275284246518,-2.0112034093661206,0.014605531897832764,0.026638509128075052,0.6723276921445781,260,age+stage_num,log1p,0.08094766162165955
COG1,0.2819938789207852,-1.2658699142342635,0.09572250271727366,0.06359998407493633,1.250323390884749,260,age+stage_num,log1p,0.16681914751072272
CBX1,0.5801557386279373,-0.5444586966095852,0.4435360324906614,0.14411605508082262,2.335483585601671,260,age+stage_num,log1p,0.5078053169575403
CDK5RAP3,1.1148072565933371,0.10868152592752135,0.8584140532136249,0.3377748975015333,3.679359326420996,260,age+stage_num,log1p,0.8783876257521134
COPZ2,0.5138884687674576,-0.6657490239057611,0.3059347551381678,0.14366472890216275,1.8381780994554653,260,age+stage_num,log1p,0.37736919607005065
SP2,0.15166639586519984,-1.8860719342050671,0.04462902478306807,0.02406729154794841,0.9557658612691028,260,age+stage_num,log1p,0.10952649774951051
AATF,0.19806017625115244,-1.6191843740017038,0.05814907851847475,0.03709566053616929,1.0574776901031142,260,age+stage_num,log1p,0.12504794762534263
LHX1,0.14131897842809477,-1.9567356853023843,0.033928859625977546,0.02316810938285784,0.8620061885039684,260,age+stage_num,log1p,0.09669618943623566
DYNC1H1,0.3993479466117333,-0.9179221954580925,0.16581720414491374,0.1090241616889616,1.462783845272663,260,age+stage_num,log1p,0.23948066537381046
CPSF4L,0.0313320672455026,-3.4631131932550576,0.0019734171446322405,0.003493834004898876,0.28098027453514096,260,age+stage_num,log1p,0.08094766162165955
PEX12,0.10079799943882282,-2.294636770378895,0.018923411647946725,0.014833858944821438,0.6849355065773973,260,age+stage_num,log1p,0.0819907252757099
NDEL1,0.4504383514336297,-0.7975340560622615,0.20391946884732617,0.13161134299511268,1.541620226835467,260,age+stage_num,log1p,0.2774936585724989
SLC25A35,0.3075021548515052,-1.1792731841129465,0.06785901995274943,0.08671713985603985,1.0904139065851943,260,age+stage_num,log1p,0.1357478156931043
ZBTB4,0.3197750563152816,-1.140137479387614,0.2765407663445679,0.041016062829184186,2.4930741662674456,260,age+stage_num,log1p,0.34920580383110106
FXR2,0.5436616207529513,-0.6094282463360355,0.280680931388718,0.17966759007090305,1.6450822196873933,260,age+stage_num,log1p,0.35283760097458605
ABCA5,0.4690099337116647,-0.7571313301382775,0.30346912542271715,0.11088870016659026,1.983703637879734,260,age+stage_num,log1p,0.37483493438151383
SMYD4,0.4154651533645609,-0.8783565349556061,0.14968418955781848,0.12576530430786037,1.372487385214794,260,age+stage_num,log1p,0.22264607510410914
LSP1,0.16581545987832794,-1.796879796488414,0.021742031654760605,0.035737823579112024,0.7693464229514935,260,age+stage_num,log1p,0.08501638769750886
ZFYVE27,0.4038838158902721,-0.9066280268113386,0.21013355690849247,0.09782582451832078,1.6674752044388625,260,age+stage_num,log1p,0.28362130244173
AVPI1,0.997561207298552,-0.0024417714003066113,0.9935678669698922,0.5509584841959105,1.8061766736549527,260,age+stage_num,log1p,0.9945131525576124
SFRP5,1.4894581826321613,0.39841241800849014,0.3019301449633274,0.6990547236854406,3.1735508003064012,260,age+stage_num,log1p,0.3734399161388523
MYH11,0.09717467011563069,-2.3312451969948587,0.008548518365639792,0.017097366250115834,0.5523024057589966,260,age+stage_num,log1p,0.08094766162165955
FNDC8,0.6949825199089064,-0.3638685849438485,0.45785309080937575,0.2659325409520342,1.8162527280407228,260,age+stage_num,log1p,0.5210998354830517
PANK3,0.5226615642678473,-0.6488211290301836,0.22145425791065915,0.1847237365316819,1.4788305817756182,260,age+stage_num,log1p,0.29486272249260953
OTOP3,0.5406018829925191,-0.6150721619928423,0.2895358339373726,0.17320533084807144,1.6873060111031304,260,age+stage_num,log1p,0.36150728594478376
SULT4A1,0.8208556547784822,-0.19740800133498299,0.6091571060432825,0.38513350428626003,1.7495335993437466,260,age+stage_num,log1p,0.6588491614900934
IRF1,0.47967190373405694,-0.7346529426833773,0.23461675243255642,0.14282668515616423,1.610939405197868,260,age+stage_num,log1p,0.3077022068905282
P4HA2,0.33117632433494243,-1.1051043435221175,0.16526318091554698,0.06952538327087372,1.5775210813681382,260,age+stage_num,log1p,0.23875615563345687
ARRB1,0.12955338429371077,-2.043662248859338,0.016604732476029622,0.024334363666514446,0.6897274821716343,260,age+stage_num,log1p,0.08094766162165955
PELP1,0.291412532261645,-1.2330153790708447,0.057133537276559114,0.08180515597161667,1.0380918286936436,260,age+stage_num,log1p,0.1240209778148182
MAP2K3,0.29254122055035686,-1.2291496972807299,0.08056670410170812,0.07369542359746512,1.1612711012904235,260,age+stage_num,log1p,0.15039044793217712
YWHAH,0.08166436077842221,-2.505137592870404,0.017206683060253077,0.010397437426576363,0.6414145666606117,260,age+stage_num,log1p,0.08107525988499571
HOXB1,0.19067963219967682,-1.6571605775351592,0.03880598131271776,0.039593623164900026,0.9182974234102488,260,age+stage_num,log1p,0.10291427190659519
SART3,0.017774275380214102,-4.030003070356479,0.005240031915920988,0.0010498137675599955,0.3009341990493854,260,age+stage_num,log1p,0.08094766162165955
E2F2,0.5259821193359007,-0.6424880604802081,0.3384747937882372,0.1411304627989919,1.96029393211245,260,age+stage_num,log1p,0.4094347522816623
NARS2,1.6361300076277998,0.492333701788398,0.44762522140315353,0.45914823847710695,5.830189854890655,260,age+stage_num,log1p,0.5114167699549688
SLC35B4,0.1394296346840973,-1.9701952158453593,0.03149187009250653,0.023154228806348143,0.8396143611922344,260,age+stage_num,log1p,0.09390827650285101
DNAH1,0.18867173894081624,-1.667746604963139,0.046421003220338763,0.036550995994922585,0.9739002756558649,260,age+stage_num,log1p,0.11133007452518091
MFSD3,1.1471213231593964,0.13725560688603994,0.7788611963863336,0.4400939075020362,2.9900148754976263,260,age+stage_num,log1p,0.809151886287572
SLC25A22,0.19055523659896634,-1.6578131705443835,0.05026489846946872,0.03624183510674396,1.0019166548365854,260,age+stage_num,log1p,0.11593170971460041
ATP6AP1,0.1430700709053481,-1.944420762405023,0.059424707210128505,0.018946655831481606,1.0803513491204149,260,age+stage_num,log1p,0.12645586884048463
ALDH3A1,0.12007432030156281,-2.119644392063029,0.07567445985480202,0.011581093210271865,1.2449465809578646,260,age+stage_num,log1p,0.14493762602354393
SCRN1,0.17265368133107364,-1.7564675328650665,0.1699176855547439,0.014054614446291037,2.120961324914787,260,age+stage_num,log1p,0.24397399800111566
C6orf62,1.0536158492157528,0.05222791424927376,0.9252659827045665,0.353790066069048,3.137754460019171,260,age+stage_num,log1p,0.9353444393230825
ISYNA1,0.05523382426534642,-2.8961797549286894,0.03107952625776361,0.0039701264601365105,0.7684327876221535,260,age+stage_num,log1p,0.09345310187435822
HARS2,0.9248531192740296,-0.07812034405219664,0.8151427976085248,0.480456497246429,1.7802929029642962,260,age+stage_num,log1p,0.840713976539612
CACNG2,0.5845279827277627,-0.5369506245747998,0.4138557366564738,0.16123664548479832,2.1190775928416428,260,age+stage_num,log1p,0.4804604796070446
TMEM160,0.14598770781873732,-1.924232853840579,0.19041435547274738,0.008191940177282775,2.601631649272888,260,age+stage_num,log1p,0.2640203913017808
RAB5C,0.3073533937863493,-1.1797570736001217,0.15960746641274814,0.05937518526132198,1.5910031818212031,260,age+stage_num,log1p,0.23292267585650409
STYXL1,0.39737606275955667,-0.922872185304777,0.15090263988207597,0.11279624207641047,1.3999379088118666,260,age+stage_num,log1p,0.22409287792260077
MDH2,0.0770299246942753,-2.563561300233276,0.021046966845762828,0.008726772043492306,0.6799317398041251,260,age+stage_num,log1p,0.08453019715565234
HM13,0.047377667594228325,-3.049604309107196,0.010088169909923549,0.00464109200857389,0.48364552620858825,260,age+stage_num,log1p,0.08094766162165955
RNF145,0.4865705699675962,-0.7203733314161467,0.2917724910783976,0.12750038717370407,1.8568643186631777,260,age+stage_num,log1p,0.36383774256740004
CHTF18,0.027664897066366784,-3.5875909233558922,0.008002950572935869,0.0019516906889897028,0.3921454019380769,260,age+stage_num,log1p,0.08094766162165955
LHX9,0.5559356275956496,-0.5871027691399767,0.320870355188824,0.1744182892799843,1.7719725569263227,260,age+stage_num,log1p,0.39165942417827276
ETNPPL,0.020033985891155664,-3.910325153037813,0.004707933736320007,0.001330809579430576,0.30159129967997195,260,age+stage_num,log1p,0.08094766162165955
AHR,0.5091220396386494,-0.6750675276366044,0.2930485290056568,0.1446520997107339,1.7919218024775354,260,age+stage_num,log1p,0.3649079931554556
MAP1S,0.40664670909032735,-0.8998105071346029,0.19186821838200252,0.10527805276418943,1.5707124293454016,260,age+stage_num,log1p,0.26533686782716365
NOP9,0.3445468648729884,-1.065525160413502,0.024359963987245558,0.13626958520219817,0.8711594881400605,260,age+stage_num,log1p,0.08666888276350102
HSD17B1,0.1251469719775635,-2.0782664565423787,0.029638477760948852,0.019232442081803098,0.8143409208532882,260,age+stage_num,log1p,0.09202394105255335
ATP6V0A1,0.22164500718911773,-1.5066782436973063,0.0339204848985259,0.05508089751105685,0.8918973987670129,260,age+stage_num,log1p,0.09669247018698181
PSMC3IP,0.0738100856891959,-2.606259894257944,0.01636702516399299,0.008790262019344325,0.6197686414190426,260,age+stage_num,log1p,0.08094766162165955
GRB7,0.2905143945778479,-1.2361021528752778,0.06158945303344455,0.07948404974945017,1.0618308166603871,260,age+stage_num,log1p,0.12889960966157935
NOXO1,0.1484135809717657,-1.9077524364539402,0.07013562620635744,0.018828402979580317,1.1698597613802417,260,age+stage_num,log1p,0.13837924980155086
AOC3,0.38435689284724467,-0.956183749570662,0.152524495565599,0.10371397262643095,1.42440037092495,260,age+stage_num,log1p,0.22573230613369666
ZNF687,0.822373800513436,-0.19556024214103218,0.5959023551203158,0.39918168430249623,1.6942126714872507,260,age+stage_num,log1p,0.6473001756000761
C19orf53,0.18116100813720531,-1.7083690954100423,0.057422512560626304,0.03109900871643599,1.0553169449399005,260,age+stage_num,log1p,0.12438228159069786
SEC14L4,0.45030628167978015,-0.7978273017835033,0.1589071360252386,0.14840321930262343,1.3663837501177771,260,age+stage_num,log1p,0.23222276946438597
CALM3,0.08898274353914727,-2.41931282086821,0.022147415009343977,0.01119915595156814,0.7070111963790414,260,age+stage_num,log1p,0.08513496208060639
COPS3,0.045554525761007755,-3.0888453021216766,0.0074190641311245665,0.004748230314528264,0.4370501597112381,260,age+stage_num,log1p,0.08094766162165955
FKBP8,0.1406606116200836,-1.9614052998955689,0.007045725363253583,0.03377523109914711,0.5857963666704742,260,age+stage_num,log1p,0.08094766162165955
DDX39B,0.07643359111772151,-2.5713330051223653,0.03402461065906253,0.0070918695590591,0.8237734496524108,260,age+stage_num,log1p,0.09682784019642077
GIPC1,0.14222946656618068,-1.95031356390847,0.015781298472664414,0.029192416631213598,0.6929615117259764,260,age+stage_num,log1p,0.08094766162165955
TLCD1,0.05987808140211996,-2.8154447606567836,0.011003382641625542,0.006834728211399884,0.5245833515981974,260,age+stage_num,log1p,0.08094766162165955
PLSCR3,0.6334779122860319,-0.4565301459913205,0.29731603624222136,0.2684537309219425,1.494835866039622,260,age+stage_num,log1p,0.3689340798117276
PTGER1,0.18804337299243673,-1.6710826353544708,0.025956780197839813,0.04320140134108947,0.8184991465251612,260,age+stage_num,log1p,0.08812980517695511
ARHGEF25,0.07344093738324924,-2.611273768818228,0.02551699000740855,0.007426049465272287,0.7263042495142569,260,age+stage_num,log1p,0.08761512092178247
XAB2,0.30520484281369925,-1.186772112025054,0.12753793323566293,0.06632714353979767,1.4044023472990799,260,age+stage_num,log1p,0.19966166775713803
CDC37,0.09340588058815134,-2.370800974400078,0.01789752237515389,0.013124089207040108,0.6647820195985756,260,age+stage_num,log1p,0.08157198347862316
RAB4A,0.08697182073257634,-2.442171112419926,0.020473603387558905,0.011025717802428904,0.6860412843028749,260,age+stage_num,log1p,0.08423597088260222
TRIP10,0.060865621262005225,-2.799086774959901,0.008301291911307736,0.007616013014986504,0.4864256198512322,260,age+stage_num,log1p,0.08094766162165955
CD70,1.2448940997726596,0.2190504658752614,0.8107749856659876,0.20719089695837647,7.479871666177107,260,age+stage_num,log1p,0.836903356902167
COPS6,0.6985289455075792,-0.3587786616196206,0.487003704943879,0.2539932292236019,1.9210854131956892,260,age+stage_num,log1p,0.5482098495899121
AP4M1,0.21833461883674257,-1.5217264442304534,0.05151586257474525,0.047195281716780516,1.0100587187645997,260,age+stage_num,log1p,0.11714204748885923
GYG1,0.04537428304335981,-3.092809787219259,0.020003341427485683,0.0033506752614219895,0.6144509393086296,260,age+stage_num,log1p,0.0836653518971626
RCN3,0.757855094936556,-0.2772630792444992,0.4724094633262279,0.35574929593101917,1.6144637571753995,260,age+stage_num,log1p,0.5343763319752559
SLC6A8,0.2600465423721729,-1.346894654863089,0.12144296707572053,0.047292044565878606,1.4299276933464078,260,age+stage_num,log1p,0.1937492149094734
PDK4,0.14629984775894028,-1.922097011565347,0.026527816304109202,0.02677520388866296,0.7993830987539834,260,age+stage_num,log1p,0.08877789487552332
UBXN6,0.46559589209943947,-0.7644372054143125,0.1385775662127847,0.16931007610658463,1.2803699562653617,260,age+stage_num,log1p,0.21120184678986587
CYB561,0.03230156249293794,-3.432639675529166,0.006964381807294253,0.0026697198431948344,0.3908241316574091,260,age+stage_num,log1p,0.08094766162165955
CCDC12,0.03937617034888188,-3.2345944591318574,0.004061529587816466,0.004335253317190213,0.3576452580512807,260,age+stage_num,log1p,0.08094766162165955
FMC1,0.13157705521826987,-2.0281626277368323,0.04155015072385075,0.018710545143523848,0.9252815098176818,260,age+stage_num,log1p,0.10616572363239735
AKT3,0.669385025677262,-0.4013958602231757,0.36316272225563295,0.28180553786881557,1.5900195432267714,260,age+stage_num,log1p,0.4332673196345335
L3HYPDH,0.025320504489348708,-3.676140757364814,0.002549101007803807,0.0023251938144688783,0.27573097072838,260,age+stage_num,log1p,0.08094766162165955
LYST,0.5961909435178621,-0.5171942881959388,0.379465334911088,0.18813954142583506,1.8892553816117126,260,age+stage_num,log1p,0.44872448431427897
SLC35E1,0.041346809081837105,-3.185760029006716,0.0071253359526150814,0.0040617597832567345,0.42089111923776956,260,age+stage_num,log1p,0.08094766162165955
SYNE4,0.34371853942996194,-1.067932155848011,0.17232113022038437,0.07415569877540379,1.5931672993290191,260,age+stage_num,log1p,0.24635059036523432
POLR2I,0.7143963726785324,-0.33631732687040267,0.38361908335820516,0.33524320137133423,1.5223639889148375,260,age+stage_num,log1p,0.45257985017598307
KRT10,0.2444042854909601,-1.408931517096366,0.07920328296574193,0.05068544560787295,1.178512964618552,260,age+stage_num,log1p,0.14888747096639227
RMND1,0.30622157993260624,-1.1834463216494684,0.06394266375564601,0.08755474910547081,1.0710059359939654,260,age+stage_num,log1p,0.1318241433369679
CCDC170,0.7760613406241116,-0.25352371472696317,0.41630739547228857,0.42112283322464716,1.4301556621842277,260,age+stage_num,log1p,0.48289680670634305
FBXO5,0.13986939637456594,-1.9670461748178394,0.02196271971227414,0.025994847288159227,0.7525894584153484,260,age+stage_num,log1p,0.08511787932149009
MTRF1L,0.12737510508919953,-2.060618962401712,0.0821238064712441,0.012478551256008821,1.30018437746706,260,age+stage_num,log1p,0.1519901625314216
RWDD1,0.13225663596419673,-2.0230110320795354,0.018127238705057162,0.024699588256799118,0.7081825646122277,260,age+stage_num,log1p,0.08163475537916481
CLVS2,0.6215716036476474,-0.47550416364971454,0.2558662969123858,0.2736937634592981,1.4116187872821724,260,age+stage_num,log1p,0.3292391892812777
TRDN,0.280066719259012,-1.2727274211298887,0.039808542612992014,0.08322854491230429,0.9424334802338985,260,age+stage_num,log1p,0.10400409499864216
HEY2,0.12345418391756074,-2.091885172168976,0.03082655990994935,0.01848762153437467,0.8243859545919913,260,age+stage_num,log1p,0.09306220515758026
STXBP5,0.4223192612178122,-0.8619937078104823,0.21387056003765834,0.10847944446219138,1.6441230804580749,260,age+stage_num,log1p,0.2872540164622462
HINT3,0.35082558498441047,-1.0474660878927242,0.1730277348213475,0.07775375083690737,1.5829280228270617,260,age+stage_num,log1p,0.24715129962093096
TRMT11,0.40616758566039135,-0.9009894319850227,0.1313136639440794,0.12602382312029423,1.3090549354602545,260,age+stage_num,log1p,0.20374253679130414
KATNA1,0.08297441432283874,-2.489222979878398,0.017028927977701495,0.010738626793506163,0.6411204676915899,260,age+stage_num,log1p,0.08099497586418307
PCMT1,0.03212523753022522,-3.4381133418571164,0.006671945093638733,0.0026795226105966632,0.38515475939334726,260,age+stage_num,log1p,0.08094766162165955
LRP11,0.312530101415818,-1.163054489913973,0.08690606763757862,0.08252912350798064,1.1835223753653006,260,age+stage_num,log1p,0.1572657167344751
MTRES1,0.5557243760294849,-0.5874828342102658,0.1960730797101075,0.22806410336868646,1.354134989030295,260,age+stage_num,log1p,0.2694896504065059
NR2E1,0.19355204635378068,-1.6422088292746102,0.06174779325884991,0.03455610056144604,1.0841036470860532,260,age+stage_num,log1p,0.1290792924467326
SNX3,0.39590137379700296,-0.9265901548154438,0.13791521079354904,0.11640306969902771,1.346510003384073,260,age+stage_num,log1p,0.2104033840516866
AIG1,0.6067962219197884,-0.49956225776348373,0.31606890284258055,0.22850950895798,1.6113187438682768,260,age+stage_num,log1p,0.38733869536110244
ADAT2,0.08441875257887592,-2.471965715106585,0.009535833466595813,0.013023433958147014,0.5472078877103957,260,age+stage_num,log1p,0.08094766162165955
PEX3,0.7736594296201668,-0.2566235156373545,0.5010285663192783,0.3663651507303166,1.6337495852076747,260,age+stage_num,log1p,0.561133942151062
CEP57L1,0.10116456284461778,-2.2910067529720215,0.012774573293775786,0.01666671477341773,0.6140543541229599,260,age+stage_num,log1p,0.08094766162165955
LTV1,0.1766211395385292,-1.7337482950399232,0.04209649496853644,0.03318793015520104,0.9399509636788811,260,age+stage_num,log1p,0.10656902703258823
ZC2HC1B,0.14301830617189054,-1.944782641727429,0.03017846999750346,0.024645535906567418,0.8299367470774323,260,age+stage_num,log1p,0.09244507660465041
PLAGL1,0.5046940960615098,-0.6838027836209061,0.2779354956926334,0.1467430319979578,1.7357971082598962,260,age+stage_num,log1p,0.35036240853605355
CD164,0.057484350138951604,-2.85624253972071,0.0138086341256118,0.005917331352450292,0.5584359425012178,260,age+stage_num,log1p,0.08094766162165955
UTRN,0.8169504320742449,-0.20217685661843182,0.721655366688884,0.2686106803992279,2.484666683671502,260,age+stage_num,log1p,0.7588283578230081
SMPD2,0.3425915600958911,-1.0712163282586924,0.08654233819732535,0.10063971842946214,1.1662291874474977,260,age+stage_num,log1p,0.15682260031357226
MICAL1,0.2584597478969041,-1.3530153112902563,0.07216831889464832,0.05913895865496801,1.1295674256401458,260,age+stage_num,log1p,0.1407652734629357
ZBTB24,0.17910577495875835,-1.719778726109466,0.01899290683647602,0.042563055635067036,0.7536789392805738,260,age+stage_num,log1p,0.0820977400709152
GRM1,0.23406496844681693,-1.4521565592249877,0.055812154078480926,0.05284708212388811,1.0366969613492558,260,age+stage_num,log1p,0.12242640847441023
WASF1,0.4095595613723208,-0.8926729372490392,0.1360069057748406,0.12665932582202055,1.3243322844398504,260,age+stage_num,log1p,0.2083815017764171
SLC22A16,0.1751710508918013,-1.7419923487684297,0.04729747503492168,0.03132920723835774,0.979434201353463,260,age+stage_num,log1p,0.11228737477046066
GTF3C6,0.3674431558881978,-1.001186650148343,0.1485865541221418,0.09445770189167865,1.4293643620920298,260,age+stage_num,log1p,0.22147104410729443
FYN,0.6890097056769331,-0.3724999214538578,0.49652963610883905,0.23545882629479054,2.0162097211962418,260,age+stage_num,log1p,0.5571903374680498
TUBE1,0.0609762360199287,-2.7972710641560656,0.022538730356033407,0.005512862672086593,0.6744411352715172,260,age+stage_num,log1p,0.08558084816198472
LAMA4,0.37144206446483236,-0.9903623772823833,0.11071040596705622,0.10999385270899738,1.2543356183632515,260,age+stage_num,log1p,0.1825619870562841
POPDC3,0.6033384947856767,-0.5052768885335813,0.2421643799076158,0.2587218104362012,1.4069835808450715,260,age+stage_num,log1p,0.31537633060335757
PREP,0.11657639933818423,-2.149208432600979,0.034990196340367714,0.01581115182311278,0.859523520784224,260,age+stage_num,log1p,0.09794533674727983
PERP,0.18729477685721535,-1.6750715564280558,0.050747779337785244,0.034888631814519705,1.0054660103751911,260,age+stage_num,log1p,0.11652026489707165
ARFGEF3,0.5414551807027178,-0.6134949847519946,0.36500869714489226,0.14357755826277369,2.0419187807418364,260,age+stage_num,log1p,0.43482483676079536
REPS1,0.3317819852344573,-1.103277196749023,0.09329594197580693,0.09147009954729333,1.203445566047544,260,age+stage_num,log1p,0.16432821614978899
ASF1A,0.5098108703081652,-0.673715464575872,0.1875669252508752,0.18717259215224166,1.3885960572313207,260,age+stage_num,log1p,0.2613440135142848
GOPC,0.3190599231347166,-1.1423763470210033,0.49457915158583143,0.012029724422651848,8.462308110653332,260,age+stage_num,log1p,0.5552749184238562
